aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,lim_sup,ng,_RA,_DE,Separation,Kq,Kn,Mdyn
spec-0275-51910-0394,0.08236722,11.051,10.09162219577621,0.1941499089903895,-0.0268098864905731,145.76075415113718,160.90139704,0.36374337,1.55,7.55,0.48,2.1471102368451946,2.52,160.9014,0.36374,0.0161471726376605,0.8684665799778243,6.928924639999999,11.35108776862272
spec-0276-51909-0057,0.07376982,11.21,10.15205212641948,0.3013658320245128,0.221796628897684,186.8513094810982,164.00014267,-0.95482579,1.403,9.14,0.51,2.386252173547743,4.43,164.00014,-0.95483,0.0179462872036507,0.8561389940226636,5.66163009,11.555864911207069
spec-0276-51909-0383,0.03888225,10.022,10.058997437867136,-0.0743350532238232,0.150454719544056,78.99330912704161,162.4368018,0.33890067,0.77,2.15,0.34,2.4973735684376543,2.47,162.4368,0.3389,0.0069142370735141,0.9508320982325946,6.964461689999999,10.315051117682202
spec-0277-51908-0169,0.08199831,10.362,10.162620090844236,0.0745491202569182,-0.165660162301312,134.9580415791026,165.60340574,-0.41926263,1.545,9.69,0.08,3.7298632152419513,7.67,165.60341,-0.41926,0.0180228556903122,1.3244237468897522,3.91400649,11.32781046749615
spec-0278-51900-0186,0.06514609,10.656,10.15084562680765,0.079582166677904,-0.0127028943149351,121.62889254870372,167.37675389,-0.61083204,1.251,5.03,0.17,1.9746444878763552,4.79,167.37675,-0.61083,0.01581214930523,1.1445808046337596,5.442462809999999,11.032524073305193
spec-0279-51984-0011,0.06786205,11.384,9.984751226183311,0.3228355559983587,0.115634966315507,182.78807089412692,170.09847897,-0.79996161,1.3,5.9,0.0,1.9829984577993611,2.92,170.09848,-0.79996,0.0068804214715765,1.5625,6.648966239999999,11.67776251941602
spec-0279-51984-0043,0.07335228,10.991,10.115645669413883,0.3305746475989629,0.199369672181344,189.1454444819146,169.61901328,-1.13659588,1.587,7.18,0.39,2.3088251476985073,5.92,169.61901,-1.1366,0.0189568516940141,0.9158595133204178,4.79509824,11.418783241275944
spec-0279-51984-0065,0.0736324,10.481,10.152245652312802,0.1609269302938622,0.297298493746522,123.48670983465117,169.89138762,-0.63773458,1.4,3.82,0.15,1.789377683364177,6.56,169.89139,-0.63773,0.0185810568659842,1.1784086715660769,4.45574976,10.851961179047187
spec-0279-51984-0195,0.07207298,10.305,10.1009527464621,-0.216338457619117,,98.21178903391947,168.816693,-0.28892819,1.372,2.65,0.67,1.5385618117802404,3.09,168.81669,-0.28893,0.0126132980967637,0.8103453250771835,6.53231921,10.49775130346652
spec-0279-51984-0295,0.06380687,10.493,10.156064518522374,-0.2562664336096938,-0.156274419379667,105.02812272157152,168.14866977,-1.11041666,1.346,7.24,0.2,3.0585638117143152,3.35,168.14867,-1.11039,0.0959795702355069,1.0991960685470887,6.3566122499999995,11.113091314082544
spec-0279-51984-0335,0.09304791,10.82,10.033951902884352,0.1576268610609832,0.105214061452625,159.49585628320008,167.80002001,0.73646664,1.73,7.63,0.21,2.4812764433030376,6.76,167.80002,0.73647,0.0120960535621545,1.0853616458827038,4.35375216,11.328902175604576
spec-0279-51984-0378,0.09720837,10.806,10.136831184637945,0.1108655193036023,0.235723341468423,130.45821303388465,168.45697329,0.6814462,1.799,7.13,0.28,2.0165722763154696,4.33,168.45697,0.68145,0.0180942779465439,1.0037315179050041,5.723618489999999,11.20976127531244
spec-0280-51612-0175,0.06359849,10.83,10.149592261964155,0.1199795882185729,-0.0451982022324737,144.10831259632272,170.70683095,0.12455617,1.224,6.55,0.46,1.9769038911105308,5.29,170.70683,0.12456,0.0142058188375904,0.8775527169786937,5.14842681,11.155007779314511
spec-0280-51612-0396,0.0241728,10.733,10.088808123591503,0.3331836307975676,0.125520687199558,160.96755316292752,170.20004556,0.46859009,0.488,4.57,0.7,2.292896694068071,4.35,170.20005,0.46859,0.0159867490406769,0.8045283901955289,5.711182249999999,11.102100933389465
spec-0280-51612-0412,0.07265908,11.126,10.05080493884638,0.0009030605282439164,-0.127305602849447,173.31778856795,170.515927,0.94807174,1.384,6.26,0.24,1.6186410329686591,3.93,170.51593,0.94807,0.0124838199930191,1.047323184938283,5.97639209,11.437221066444199
spec-0280-51612-0458,0.07761673,10.452,10.144938585588728,0.0251901257107548,0.270356265065534,147.4401321637367,170.64629234,1.02261175,1.468,7.03,0.32,2.8022986056036956,7.94,170.64629,1.02261,0.0105181354497788,0.9669974820474221,3.7912107599999993,11.11483067463632
spec-0280-51612-0489,0.07347418,10.994,10.10601444465421,0.1229556328765717,0.0662799086416181,161.17428279699115,170.68407271,0.88441783,1.398,9.15,0.07,2.638122254613388,5.04,170.68407,0.88442,0.0124973678914729,1.3494421058143873,5.29393856,11.596386395575573
spec-0280-51612-0536,0.07272039,11.127,10.02149443918156,0.3056087103729106,0.217159127191466,167.7477568600068,170.73583148,1.13228404,1.385,8.1,0.44,2.1415526769318562,3.97,170.73583,1.13228,0.0154888487357793,0.8874053975750458,5.950767689999999,11.446934179137674
spec-0281-51614-0277,0.0702021,11.111,10.15322585941309,0.1757524360302294,0.138757965878119,165.06376325441028,170.95930979,0.07863825,1.34,6.8,0.12,2.0219514648972883,3.99,170.95931,0.07864,0.0063451977802499,1.2352721781068696,5.937984409999999,11.499654765344063
spec-0281-51614-0516,0.06139338,10.802,10.010015981768952,0.2850179645464625,0.197505402465672,137.0532996080395,172.33677406,0.39602011,1.184,3.57,0.17,0.816515237766421,4.51,172.33677,0.39602,0.0146210145809574,1.1445808046337596,5.61238641,11.000681885372554
spec-0283-51959-0296,0.07779853,10.927,10.072838504483652,0.0999017716194618,0.0729415717539901,142.09619831026495,175.41327757,-1.1586527,1.703,7.41,0.63,3.285732604660141,3.26,175.41326,-1.15866,0.0684822458922612,0.8192422451676569,6.41706516,11.262172569027719
spec-0284-51943-0539,0.0790257,10.821,10.131911120048576,0.1186361755893889,0.0834308517907119,128.75637241296192,178.24053706,0.70270043,1.494,5.73,0.74,2.2326231646762773,3.1,178.24054,0.7027,0.0106958174303491,0.7977573226358899,6.525500999999999,11.06061740161072
spec-0285-51930-0064,0.0985812,11.063,10.121631689378347,0.3612460659252003,0.293202233603441,173.7320757962791,180.62241866,-0.66689744,1.821,9.8,0.23,2.630547730043054,6.35,180.62242,-0.6669,0.0104020421236075,1.059452598972988,4.5649222499999995,11.521941663970013
spec-0285-51930-0168,0.08050773,11.293,10.154945507862983,0.2470475047022033,-0.0692976882014215,199.172724302438,180.02339993,-0.49533155,1.519,7.12,0.28,2.0751525713091925,4.36,180.0234,-0.49533,0.0055856869973323,1.0037315179050041,5.704971359999999,11.575251406226714
spec-0285-51930-0318,0.08265453,10.431,10.161622946133075,0.2302334361399729,0.45422148939745,110.71394576072504,178.20417212,-0.26423216,1.635,3.79,0.03,2.3523281166707792,6.23,178.2042,-0.26424,0.1042598453122056,1.4623134215564701,4.628260889999999,10.86394282076413
spec-0285-51930-0426,0.0764087,11.11,10.155131701670744,0.2421562323265927,0.189368207782541,210.79152419382717,179.59749499,0.5518857,1.448,6.92,0.21,2.420931435184994,5.5,179.59749,0.55189,0.0237129870776206,1.0853616458827038,5.028524999999999,11.591268122060487
spec-0285-51930-0619,0.08188177,10.875,10.161979733398317,0.2266789361486087,0.139074297721044,181.4989227991626,180.70367585,0.69148252,1.542,3.68,0.65,1.8685480981523213,4.09,180.70368,0.69148,0.0174777652160297,0.8146196502770222,5.874357209999999,11.129951811083984
spec-0286-51999-0002,0.05985913,11.084,10.1050760931755,0.2931495324170964,0.128606097777087,215.4201823579272,182.39681085,-0.91247515,1.157,6.53,0.19,2.251863588802773,6.2,182.39681,-0.91247,0.0187907643822681,1.1136561812426087,4.644203999999999,11.561589034851803
spec-0286-51999-0069,0.06318949,10.91,10.138141376918114,0.104600224112392,0.111608809165814,153.07705177350155,182.26999115,-0.56820974,1.217,3.75,0.31,0.8500735917830279,4.07,182.26999,-0.56821,0.0042442915080347,0.9756052935221179,5.887044089999999,11.069463537747751
spec-0286-51999-0090,0.08236481,10.943,10.037057157152102,0.1330276814358324,0.417594667813406,135.26068413008574,181.66722683,-1.12338707,1.55,7.19,0.18,2.03714702362808,7.39,181.66723,-1.12339,0.0155384679652582,1.128773370680186,4.045061609999999,11.14504460082759
spec-0286-51999-0256,0.07755706,11.12,10.156818605622986,0.3498667906188976,0.257601528391475,186.521333056,181.09159556,-0.71936764,1.468,8.09,0.78,2.7974816281624193,3.55,181.0916,-0.71937,0.0181005524258184,0.7919592728174347,6.22367025,11.508595620511844
spec-0287-52023-0008,0.07080477,11.41,10.150686099880092,0.3762996587531605,0.295942551644968,234.44380685612097,184.20460114,-0.7417948,1.35,10.03,0.12,2.9131113416883267,5.14,184.2046,-0.74179,0.0177605853629484,1.2352721781068696,5.2353723599999995,11.918529353418807
spec-0287-52023-0302,0.07945877,11.026,10.14950487452541,0.1507789024103925,,142.4664306904348,182.49745145,-0.89696191,1.502,6.77,0.37,1.4323065789578684,4.22,182.49745,-0.89696,0.0086325604163085,0.928983936520446,5.79236244,11.2353183445036
spec-0287-52023-0548,0.07121065,10.559,10.140595748370917,-0.0388558277596239,-0.0311809156798912,123.33317347400444,183.9483087,0.56352023,1.358,2.58,0.71,1.511713420898026,2.84,183.94831,0.56352,0.0047524587791179,0.8027356868192035,6.70434096,10.691148837460604
spec-0288-52000-0200,0.07977457,11.377,10.134049579409336,0.1795727983718556,-0.0752845717611165,223.91248587549617,184.66762679,-0.25646389,1.507,4.87,0.38,1.244042146899018,2.69,184.66763,-0.25646,0.0181562792037365,0.9222860468299282,6.809000009999999,11.552075212436755
spec-0288-52000-0497,0.09214801,10.758,10.160211222668584,0.275922777389873,0.0484388095079386,140.90757421305452,184.95420214,0.5782801,1.714,4.83,0.1,2.3824601866053112,4.46,184.9542,0.57828,0.0077120147056987,1.2777761041980535,5.643127559999999,11.206231092102968
spec-0289-51990-0600,0.02308712,10.414,10.06369245371786,0.3890700581112424,0.0531103067085702,125.5890957689696,187.79602632,0.60622747,0.467,5.01,0.34,2.5501378237356334,6.84,187.79603,0.60623,0.0160762408096077,0.9508320982325946,4.31349296,10.877115175889076
spec-0290-51941-0205,0.09154467,10.989,10.162060094407895,0.1841345578311752,-0.0917522140556341,160.70012469034248,188.70464771,-1.07658877,1.705,5.78,0.2,2.1982692941604163,4.75,188.70465,-1.07659,0.0093566407513949,1.0991960685470887,5.466506249999998,11.319185936364171
spec-0290-51941-0618,0.04634102,10.92,10.148979770682653,0.3293864060347048,0.232921326549773,194.6446981815018,190.05085185,0.69566877,0.91,4.63,0.0,3.11322945457951,5.93,190.05085,0.69567,0.0079972648242323,1.5625,4.7896440899999995,11.48463007249743
spec-0291-51928-0338,0.08139496,11.302,10.1543059299962,0.2032706887348057,0.128837296611726,196.48545921789736,190.1036487,1.03517197,1.534,8.15,0.51,2.20381820748471,3.45,190.10365,1.03517,0.0084965707446076,0.8561389940226636,6.289900249999999,11.595447132418194
spec-0291-51928-0421,0.07978493,11.071,10.158955308177385,0.3379321967623067,0.219714804406309,195.39001469463912,190.692472,0.53986492,1.507,20.12,0.35,3.3906879675489425,6.24,190.69247,0.53986,0.0191193708953166,0.9432436911467813,4.622956159999999,11.891417046696171
spec-0291-51928-0465,0.07998283,10.938,10.160278468269745,0.0996238635935695,0.161436894979082,155.26200765093373,190.86418528,0.63160226,1.511,5.15,0.58,1.6526211458488111,2.88,190.86418,0.6316,0.0206749765810558,0.8325219696942819,6.67661504,11.20533031883399
spec-0291-51928-0585,0.07202478,10.814,10.155843655444253,0.1078680061692482,0.187519858678573,128.29856805396065,191.64371995,0.12887326,1.372,5.61,0.02,2.6497614696842215,5.38,191.64372,0.12887,0.0117373802811773,1.4940932269267082,5.09678004,11.21352072307599
spec-0291-51928-0596,0.0870783,10.794,10.163543945171082,0.1700209418238469,-0.0092161748568435,166.27435362300943,191.71955548,0.23120295,1.63,4.46,0.16,2.5777037442967003,4.11,191.71956,0.2312,0.0194308536091696,1.1611135454678942,5.86168961,11.290323559607712
spec-0291-51928-0630,0.06942324,10.702,10.067866301689378,0.0369351102270316,-0.0349570656102318,127.7495035517941,192.05755898,0.33956921,1.327,3.26,0.03,2.5549565426835983,2.57,192.05756,0.33957,0.0046445071022513,1.4623134215564701,6.89350809,11.095857453044552
spec-0292-51609-0096,0.08318309,11.216,10.018524310265338,0.2676294702067679,0.11376789037953,191.3306385209393,192.83592268,-0.90597711,1.565,5.76,0.33,0.6667934248105831,4.53,192.83592,-0.90598,0.0141881588040859,0.9587450189793348,5.600123689999999,11.420332920267278
spec-0292-51609-0421,0.0907683,11.3,10.097568180555172,0.3630199771851154,0.161743385013852,218.72021672596227,191.85499532,0.33043278,1.693,5.68,0.58,2.059684894948295,2.61,191.85499,0.33043,0.0216089558381872,0.8325219696942819,6.865261609999999,11.557619640245253
spec-0292-51609-0539,0.07017649,11.16,10.118388217175264,0.2732117365749093,0.16094945945103,207.39880619205468,192.72747392,0.75113211,1.34,7.35,0.29,2.3538181576264074,5.84,192.72747,0.75113,0.0160254027581874,0.993954349345031,4.838904959999999,11.548454029344636
spec-0293-51689-0011,0.08523802,10.873,10.164283587636495,0.2448277814851623,0.035000209627875,175.1002643322248,195.42982296,-0.9025154,1.597,5.7,0.15,2.6068233593188666,4.16,195.42982,-0.90251,0.0221683504767059,1.1784086715660769,5.830104959999999,11.445861417325332
spec-0293-51689-0162,0.09643819,10.65,10.14992462487126,-0.1440216918040396,0.0280027709078641,129.43266573523798,194.32869454,-0.59007863,1.787,5.22,0.13,2.0373691737799247,4.62,194.32869,-0.59008,0.017071105005884,1.2154452617527902,5.545180039999999,11.1368500059209
spec-0293-51689-0353,0.0814658,10.992,10.137904398003377,0.2045539071732896,-0.0734305270316898,139.89439212800045,193.26189948,0.48945037,1.534,7.99,0.47,2.287909334767936,2.48,193.2619,0.48945,0.002297466427836,0.8729178863405056,6.957344639999999,11.344004954985637
spec-0294-51986-0116,0.09544107,11.331,10.058524743765538,0.2855386101914235,0.255862668589904,213.55789088435864,197.43105182,-0.22478421,1.769,11.11,0.22,2.2969378818491917,5.15,197.43105,-0.22478,0.0165115831507989,1.0721232014342572,5.229542249999999,11.819894330766198
spec-0294-51986-0147,0.08283216,11.509,10.160496477384507,0.3416171100354654,0.122660133880692,216.32113863160777,197.1303589,-0.37028192,1.559,9.15,0.35,2.7279463826062504,3.39,197.13036,-0.37028,0.0079659706948246,0.9432436911467813,6.329869609999999,11.774078342734542
spec-0294-51986-0161,0.09564068,10.68,9.867982226200835,0.2001900415587315,0.348450916768451,170.36054620220327,197.05614044,-0.63252655,1.773,6.57,0.32,2.5875202358485443,5.93,197.05614,-0.63253,0.0125205890505138,0.9669974820474221,4.7896440899999995,11.312472658472162
spec-0294-51986-0322,0.08132678,11.174,10.077932229628908,0.2778157716656135,0.225010541335695,163.90234723714497,195.27906115,0.70311157,1.533,5.23,0.45,1.4196776598464762,2.2,195.27906,0.70311,0.0070058634773412,0.8823790877462955,7.158443999999999,11.314586528895067
spec-0294-51986-0360,0.08382735,10.717,10.163446990558873,0.1495328722680305,-0.27514798071824,152.712343700019,195.94164288,0.53724139,1.575,3.62,0.2,1.4497857033335126,6.4,195.94164,0.53724,0.0115119931902087,1.0991960685470887,4.538735999999999,10.990907599105617
spec-0294-51986-0597,0.09482279,10.445,10.148405970613444,-0.0312630572612602,0.014553242066115,126.93176814079004,197.75675653,0.10380002,1.76,3.46,0.42,0.9426694143179913,6.23,197.75676,0.1038,0.0124921871444281,0.898093470327658,4.628260889999999,10.731396783878077
spec-0295-51985-0139,0.08504208,10.734,10.14480186083114,0.1475508088009549,0.367392041627147,148.964016629096,198.14058186,-1.09187545,1.596,4.24,0.18,1.5969203840994732,5.32,198.14058,-1.09188,0.0176953252374835,1.128773370680186,5.13116784,11.102792235568408
spec-0295-51985-0205,0.08610872,10.919,10.164442544136843,0.175722446910879,-0.0223033221304774,141.5091925934581,198.07001961,-1.11972032,1.614,5.65,0.6,1.5823380649963976,3.79,198.07002,-1.11972,0.0018159204866373,0.8268941874213698,6.066684809999999,11.120459780154599
spec-0295-51985-0270,0.08507867,10.818,10.066156757368026,0.2026401471032099,-0.319078641310931,128.94041546288932,197.88379278,-0.71400272,1.596,5.41,0.43,1.805943519574296,3.68,197.88379,-0.714,0.014000991918919,0.8926404490652192,6.138291839999999,11.059140145962354
spec-0295-51985-0431,0.08414438,10.834,10.155372258980329,0.1147723401031022,0.484748631394299,145.49038616255194,198.18949631,0.18973389,1.582,5.78,0.66,1.8829500319566894,3.15,198.1895,0.18973,0.0193021951382053,0.8124406952084483,6.49148225,11.176172629722679
spec-0295-51985-0578,0.08040848,11.194,10.158078932506353,0.3083513632763863,0.418039016052973,216.36649466271408,198.61042997,0.9089263,1.517,5.79,0.46,2.4234528938123767,3.85,198.61043,0.90893,0.0133204377200017,0.8775527169786937,6.02787225,11.522936491954475
spec-0295-51985-0615,0.08143599,11.231,10.16041802996073,0.3908102931310599,-0.176041290532304,202.6627909080362,199.25160612,0.9254463,1.535,6.3,0.12,2.5344828705487337,4.02,199.25161,0.92545,0.019299650971378,1.2352721781068696,5.91884564,11.643328916699168
spec-0295-51985-0631,0.07882527,11.08,10.159250690325992,0.3997647780872849,,169.71270623117343,199.10056844,0.85967176,1.491,10.13,0.19,2.6410048478911103,6.65,199.10057,0.85967,0.0084662419514294,1.1136561812426087,4.409612249999999,11.522630352249154
spec-0296-51984-0089,0.0842682,10.844,10.045736321497218,0.1883037743398798,-0.0650536061916829,143.74095825048988,199.98492694,-0.98827517,1.583,5.13,0.37,1.8544477774000951,4.37,199.98493,-0.98827,0.0216268976034066,0.928983936520446,5.698765289999999,11.115508066633032
spec-0296-51984-0140,0.08312918,10.42,10.15409583169125,0.1165297677857459,-0.0390001511557374,117.80720031424823,199.84641563,-1.12033446,1.563,3.24,0.42,0.9569978601252158,4.7,199.84642,-1.12033,0.0224765732378955,0.898093470327658,5.496669,10.712750459624276
spec-0296-51984-0207,0.08471613,10.671,10.163259155960493,-0.0407065745771574,-0.153166329023202,142.78719918369606,199.78137577,-1.11817177,1.591,3.86,0.65,1.7072952435286783,2.27,199.78138,-1.11817,0.0165047284730015,0.8146196502770222,7.10781489,11.025097500286586
spec-0296-51984-0239,0.08023216,11.109,10.162435169546749,0.1576773042532028,0.192211554927229,188.31426453874192,199.74417549,-0.628533,1.515,6.66,0.2,2.323718735199003,4.98,199.74418,-0.62853,0.0194991275388396,1.0991960685470887,5.32930964,11.50742744162222
spec-0296-51984-0334,0.0799825,10.584,10.092827859493706,-0.0193920853882019,-0.480833881087133,112.237936793591,198.94841442,1.16030175,1.511,2.83,0.56,1.2016527343766301,2.38,198.94841,1.1603,0.0171107546677542,0.8386131011557931,7.0287320399999995,10.688945069663765
spec-0296-51984-0349,0.08170173,10.928,10.140946294606298,0.3075892706055507,-0.040318565145279,155.15026984044766,199.56752424,0.32772004,1.539,9.06,0.04,2.554681765337757,7.86,199.56752,0.32772,0.0152644296098598,1.4320353244067792,3.82722836,11.44391203037046
spec-0296-51984-0472,0.07395035,10.766,10.158992825987204,0.229917147664149,0.174021489020726,151.72604686681805,199.94756475,0.30359722,1.406,9.44,0.2,2.890590262986317,6.79,199.94756,0.3036,0.0198131736691086,1.0991960685470887,4.33861881,11.381959595939467
spec-0297-51959-0124,0.08610909,10.616,10.15328596315323,0.0742345955438487,-0.0999673172359742,129.32084167398278,201.56794306,-0.98224255,1.613,5.81,0.81,3.1421795110741706,1.48,201.56794,-0.98224,0.0143383749149642,0.7881627066638371,7.69290864,11.136660288947516
spec-0297-51959-0237,0.07079715,10.248,10.158479430970424,-0.14521420734657,-0.0683598954965607,108.85323672892886,201.32153875,0.03886049,1.351,3.56,0.32,2.0410573567283565,4.76,201.32154,0.03886,0.0048333928703211,0.9669974820474221,5.460488159999999,10.714230160504336
spec-0297-51959-0274,0.08228508,11.02,10.146767098371615,0.1492473453356583,0.152271299170992,151.39592554175468,200.69604494,-0.2299094,1.55,6.52,0.47,1.186478733454537,5.98,200.69604,-0.22991,0.0179145516380648,0.8729178863405056,4.762445639999999,11.159720049419168
spec-0297-51959-0341,0.06583275,10.369,10.012674262526025,-0.1784354779051599,0.219571975965367,108.52014700116918,200.69592964,0.23542529,1.264,4.77,0.8,3.353507119844937,1.25,200.69593,0.23542,0.0190880466137567,0.7893797108194118,7.868906249999999,10.909180111727464
