aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,lim_sup,ng,_RA,_DE,Separation,Kq,Kn,Mdyn
spec-0404-51812-0510,0.07690474,10.927,10.048535188302514,0.3569822349102201,-0.110329169044959,147.97019640314505,31.32578979,0.23135758,1.456,3.86,0.21,0.0,5.33,31.32579,0.23136,0.0087447396016237,1.0853616458827038,5.1254244899999994,11.038680770521626
spec-0406-51876-0154,0.09758585,10.441,10.098593322185726,-0.0247370194977305,0.0128434994649056,110.88110046408056,35.79611114,-0.45085744,1.804,2.46,0.84,0.0,1.87,35.79611,-0.45086,0.010088430457142,0.7847808647358104,7.4003052899999995,10.61108885875351
spec-0420-51871-0021,0.06115272,10.418,10.080370191822524,0.044034812851486,0.154549764778879,108.62852365931708,14.7088969,14.77681021,1.18,3.63,0.34,0.0,8.0,14.7089,14.77681,0.0108173518491623,0.9508320982325946,3.7643999999999993,10.552034633501883
spec-0427-51900-0623,0.08690428,10.469,10.106610915923593,0.0889717357382395,-0.0172309143389845,128.65514779318264,31.78862527,14.17316576,1.627,3.02,0.8,0.0,7.89,31.78862,14.17317,0.0239028686464241,0.7893797108194118,3.8136856100000003,10.543932781888714
spec-0432-51884-0469,0.08379553,10.69,10.085084205659744,0.195559762271039,0.135323733673407,148.22466404778294,115.63854581,40.50536186,1.575,3.41,0.69,0.0,5.41,115.63855,40.50536,0.0132806420438229,0.8063922713597157,5.07965121,10.853416233040948
spec-0432-51884-0600,0.07006959,10.359,10.056833050031203,-0.1332581243540842,0.0449825800243225,105.42548376196028,116.5129749,40.1179463,1.338,2.29,0.75,0.0,2.77,116.51297,40.11795,0.0189576674403027,0.7962225610272257,6.753046889999999,10.502701586929403
spec-0443-51873-0346,0.07246137,11.084,9.988598069158533,0.2105723837330498,-0.0443637218811535,173.54919717360042,125.88695241,49.78235635,1.38,3.54,0.23,0.0,5.16,125.88695,49.78236,0.0142843393571929,1.059452598972988,5.223716959999999,11.13735030304185
spec-0447-51877-0635,0.08838283,10.698,9.932308977462128,0.2120796262386333,0.0045937037425429,128.1178689972453,134.36657407,52.18627939,1.652,3.61,0.74,0.0,4.43,134.36657,52.18628,0.009247608111868,0.7977573226358899,5.66163009,10.793979559775288
spec-0448-51900-0361,0.08408604,10.532,10.009240290610007,-0.1362392741014471,-0.392223070062715,106.08281003640218,132.7883781,57.32528164,1.58,2.57,0.36,0.0,4.8,132.78838,57.32528,0.0069637114571753,0.9359655037331305,5.436464,10.534240167996204
spec-0451-51908-0053,0.04853034,10.562,10.149573330203465,-0.0245332315919703,0.0153240328362564,114.84158891167868,140.89291493,55.95147165,0.95,2.99,0.39,0.0,2.74,140.89291,55.95147,0.0115770401361607,0.9158595133204178,6.77399316,10.754983843375053
spec-0456-51910-0579,0.08522807,10.464,10.163532362507508,-0.0217593427569424,-0.0039266589742819,122.12112128533272,42.04182767,-7.428676,1.599,3.01,0.33,0.0,5.83,42.04183,-7.42868,0.0166295640830736,0.9587450189793348,4.844402489999999,10.68553205646742
spec-0467-51901-0472,0.09956071,10.607,10.083282981211408,0.0054113228003098,0.0795387450799583,128.27960274471704,131.55431232,1.20232235,1.838,3.75,0.65,0.0,4.22,131.55431,1.20232,0.0118868328063146,0.8146196502770222,5.79236244,10.830597746167193
spec-0474-52000-0186,0.05840693,10.156,9.988989264535418,-0.0698724961149597,-0.0316610548648744,104.34106231113716,140.66253196,-0.38727904,1.131,2.04,0.69,0.0,6.37,140.66253,-0.38728,0.0078567675442858,0.8063922713597157,4.5544332899999995,10.277962032536035
spec-0491-51942-0513,0.08207186,10.569,9.64336980627945,0.2255473568795986,0.153383596774183,118.87652389038746,171.75300461,67.01062315,1.546,2.74,0.44,0.0,4.92,171.753,67.01062,0.0130617217585656,0.8874053975750458,5.36485424,10.632063405283315
spec-0495-51988-0264,0.04821121,10.54,10.015674070034894,0.0947668666932144,-0.0094561054739534,118.84935146868249,191.48084645,66.60633293,0.945,2.7,0.74,0.0,3.31,191.48085,66.60633,0.0117050568814358,0.7977573226358899,6.383432009999999,10.654723088065985
spec-0501-52235-0538,0.09772156,10.799,9.887374981608067,-0.0021747008344534,0.0502231514460053,132.01896977487013,151.20123853,2.76354745,1.808,2.8,0.22,0.0,3.96,151.20124,2.76355,0.0105930431272989,1.0721232014342572,5.957166559999999,10.860155802647503
spec-0503-51999-0230,0.06040074,10.277,10.038881931353265,-0.2012453858380648,-0.109275896513567,95.73522903025756,154.47755327,1.65879363,1.167,2.34,0.3,0.0,5.53,154.47755,1.65879,0.0175851210586442,0.984585082448575,5.011569689999999,10.39102709909791
spec-0510-52381-0433,0.07456692,10.343,10.13488171650452,0.1584798655926564,-0.0481969802531178,95.2211599667982,168.41969304,2.53591363,1.416,3.16,0.71,0.0,3.44,168.41969,2.53591,0.0170384649235826,0.8027356868192035,6.2965497599999996,10.527269883483557
spec-0511-52636-0150,0.09328479,10.51,9.946668243353598,-0.2343377040051012,0.0411211579075096,118.15995138208392,170.54991878,2.13383308,1.735,3.73,0.29,0.0,7.05,170.54992,2.13383,0.0119250435854989,0.993954349345031,4.20928025,10.704664374190694
spec-0516-52017-0212,0.07738028,10.817,10.055836056433694,0.0187896298605207,0.265284410426244,147.5922690251006,180.16253354,1.68028204,1.465,4.03,0.55,0.0,4.32,180.16253,1.68028,0.0147038849125759,0.8418447448145492,5.729843839999999,10.993247711290584
spec-0518-52282-0555,0.07886032,10.342,10.023931037386523,0.0638975565341533,0.134966317145864,94.61625896748016,184.27152835,3.07262435,1.491,2.25,0.4,0.0,3.62,184.27153,3.07262,0.0167456807811125,0.9096926026564097,6.177596039999999,10.420268887221162
spec-0519-52283-0357,0.07803418,10.346,10.050915910084347,0.2251519602065498,0.292633296273117,111.16231219531512,184.89406953,2.8168322,1.477,2.53,0.4,0.0,4.37,184.89407,2.81683,0.0080982930361989,0.9096926026564097,5.698765289999999,10.576151753076099
spec-0528-52022-0192,0.07935786,10.44,10.15918576022352,-0.0462211374563378,0.475227233117861,124.12008524700305,203.75936673,2.42811298,1.499,2.42,0.73,0.0,2.18,203.75937,2.42811,0.015919209626559,0.7993527728767938,7.172952839999999,10.696376612761878
spec-0529-52025-0156,0.07574615,10.478,9.67323636993942,0.0873916767897591,-0.28758208831908,118.96963678080776,205.67769497,2.36305771,1.438,2.4,0.6,0.0,3.19,205.67769,2.36306,0.0196861113541418,0.8268941874213698,6.464354009999999,10.62549923910192
spec-0553-51999-0358,0.08728114,10.987,10.107243326242044,0.2573848466489689,0.0419192725816531,172.96070573984278,137.09246821,53.08536038,1.634,4.17,0.7,0.0,4.07,137.09247,53.08536,0.0041050712155647,0.8045283901955289,5.887044089999999,11.137910269917027
spec-0564-52224-0327,0.07725134,10.754,10.03136204516673,0.2277454375355549,0.401628759732602,144.36057025555542,130.0167437,3.55500665,1.463,2.8,0.46,0.0,1.59,130.01674,3.55501,0.0179494802387506,0.8775527169786937,7.609637209999999,10.957133031741268
spec-0564-52224-0375,0.07790524,10.769,10.000739614000866,0.1533682397072703,0.0993001204869367,133.53725239396914,130.56476667,3.39334312,1.474,3.48,0.26,0.0,3.23,130.56477,3.39334,0.016412387751532,1.024588205031141,6.43730289,10.97847806747257
spec-0569-52264-0360,0.05926709,10.729,10.079873968141843,0.0189640897516447,-0.0117444342924994,131.9894161707214,142.54962392,3.7149054,1.147,3.26,0.25,0.0,4.24,142.54962,3.7149,0.0240047103589982,1.035709701476211,5.779820159999999,10.897888840641043
spec-0576-52325-0161,0.06492846,10.329,10.045932941954272,0.0227834399093183,0.0456943183588707,109.33926375947736,157.59133937,3.9620403,1.248,2.65,0.65,0.0,5.8,157.59134,3.96204,0.0025071232001382,0.8146196502770222,4.860923999999999,10.464912532395735
spec-0580-52368-0115,0.09143046,10.848,10.031992515425992,0.2911228353243381,0.128732616178952,135.3858553056846,165.71763508,4.72353152,1.702,5.42,0.26,0.0,4.75,165.71763,4.72353,0.019029602265142,1.024588205031141,5.466506249999998,11.111845728572911
spec-0582-52045-0448,0.0883446,10.613,10.15048818311096,0.0842994216568468,0.14081912909891,141.9825240137379,211.94314821,5.38527362,1.651,4.43,0.76,0.0,5.06,211.94315,5.38527,0.0145255772677887,0.7947461271650121,5.28218676,10.940356338530444
spec-0582-52045-0471,0.06216028,10.604,10.02207671996027,0.0016187401497474,-0.100757777073329,117.74922308843789,211.37668755,4.74325831,1.198,3.94,0.56,0.0,5.75,211.37669,4.74326,0.0106899731441295,0.8386131011557931,4.88855625,10.716595237156655
spec-0617-52072-0344,0.07291824,10.699,10.107115593995456,0.252363360069962,0.363101922370578,118.15678529115272,233.94677932,56.87137435,1.387,3.73,0.82,0.0,3.27,233.94678,56.87137,0.0157170457994868,0.7869917339364191,6.41032889,10.78591730294272
spec-0621-52055-0562,0.02994199,10.201,10.04431968188228,0.0546364523417123,-0.0363006810196944,88.61474690591274,242.68935288,53.64513056,0.6,2.15,0.78,0.0,2.53,242.68935,53.64513,0.0064681892410635,0.7919592728174347,6.921831689999999,10.332815000908955
spec-0640-52200-0177,0.08610862,10.389,10.024517359789623,0.0378202530405677,-0.0257910568116898,111.6843904435578,321.48077817,-7.2929352,1.616,2.62,0.56,0.0,4.84,321.48078,-7.29293,0.0198277772898925,0.8386131011557931,5.41251696,10.537687815941855
spec-0645-52203-0074,0.07119211,10.246,10.005249083116947,0.0463078383252263,,94.89604687747196,351.07485963,-9.87459088,1.358,2.27,0.56,0.0,2.74,351.07486,-9.87459,0.0034290332669922,0.8386131011557931,6.77399316,10.431369151359181
spec-0647-52553-0472,0.06089477,11.13,10.0481776954229,0.1133311763784246,-0.0639821692116478,172.20211537545174,353.996897,-9.44205002,1.176,6.15,0.39,0.0,5.16,353.9969,-9.44205,0.0106539251603211,0.9158595133204178,5.223716959999999,11.307201233312474
spec-0649-52201-0098,0.07397442,10.496,10.156877958139816,0.0792366205527015,0.265526453685845,116.4315854982271,358.62902438,-10.28236969,1.407,3.14,0.62,0.0,4.27,358.62902,-10.28237,0.0155548519312175,0.8216932330693044,5.76104289,10.670722745013645
spec-0649-52201-0575,0.07408068,10.458,9.966662218077072,0.1822941439609955,0.70058561176985,117.69298974041826,358.77381752,-9.35364171,1.407,3.03,0.23,0.0,6.93,358.77382,-9.35364,0.0107470918567089,1.059452598972988,4.268570089999999,10.644748421853217
spec-0652-52138-0517,0.02218958,10.389,10.055513979275318,0.0411214203281298,0.0693032031224604,98.54413884461144,4.26204737,-9.67965757,0.449,2.52,0.56,0.0,3.61,4.26205,-9.67966,0.0127920382309817,0.8386131011557931,6.18416361,10.469945406894576
spec-0657-52177-0059,0.02259914,10.364,9.983504599817946,0.2648174056005577,0.0189494452238488,102.96186466954578,14.07645488,-10.67388109,0.457,3.17,0.29,0.0,8.0,14.07645,-10.67388,0.0177043609426131,0.993954349345031,3.7643999999999993,10.465914918824373
spec-0664-52174-0602,0.09117201,10.418,10.09277422735905,-0.0816120666391774,-0.231782425716033,103.83129287200472,27.38195313,-8.20920052,1.698,2.1,0.19,0.0,7.4,27.38195,-8.2092,0.0113085604951237,1.1136561812426087,4.040315999999999,10.3744829385592
spec-0678-52884-0599,0.09116802,10.697,10.022099797691808,0.0309458419304302,0.179170668285065,117.26964787556406,347.53171413,-0.005372,1.699,2.77,0.37,0.0,3.87,347.53171,-0.00537,0.0165196072756291,0.928983936520446,6.014973289999999,10.69453357399094
spec-0716-52203-0526,0.09845155,10.551,9.986318794978134,0.1432672744331894,-0.0019043934298284,117.3195872829201,329.42405026,-7.04162867,1.819,2.42,0.34,0.0,3.54,329.42405,-7.04163,0.0048772813550025,0.9508320982325946,6.23027156,10.661607885073419
spec-0718-52206-0070,0.08381562,10.436,10.031041903097371,-0.0154107487190343,0.341551648946708,108.23063033737368,332.68118178,-9.6858888,1.575,2.91,0.65,0.0,4.11,332.68118,-9.68589,0.0076526146284062,0.8146196502770222,5.86168961,10.578011719415764
spec-0718-52206-0432,0.05686896,10.829,10.14874102172311,0.3054338691276417,0.109985220277368,148.69873130258893,332.12451526,-7.62672647,1.103,4.22,0.31,0.0,4.99,332.12451,-7.62673,0.022666040263903,0.9756052935221179,5.32340241,11.051831077280472
spec-0718-52206-0436,0.05530354,10.708,10.151950807290715,0.1899658133008674,0.128301557776796,127.67245008684084,332.06745124,-7.57218033,1.074,4.41,0.35,0.0,5.79,332.06745,-7.57218,0.0045817693865711,0.9432436911467813,4.866440809999999,10.884908984643959
spec-0724-52254-0379,0.07890795,10.635,9.959064979649712,0.1267585113600388,-0.0022107054168515,142.47623677887034,343.17996328,-8.53033065,1.491,3.12,0.58,0.0,4.98,343.17996,-8.53033,0.0119095196036235,0.8325219696942819,5.32930964,10.815146777432176
spec-0725-52258-0406,0.07823625,10.417,10.064928643267134,0.121302670988876,-0.416877000078892,109.70272012981228,345.44724669,-8.39817113,1.48,2.72,0.11,0.0,5.91,345.44725,-8.39817,0.0124703995691145,1.2560326923580525,4.800557209999999,10.661736944791237
spec-0725-52258-0568,0.08452926,10.519,9.95440635122866,0.2190942654924131,0.157318820017124,118.36741709012566,346.04535721,-8.29294871,1.587,3.14,0.45,0.0,5.19,346.04536,-8.29295,0.0109704133447905,0.8823790877462955,5.206270009999999,10.67201653978396
spec-0726-52226-0360,0.09092933,11.061,10.090670136096884,0.2644387407674756,0.161885382394072,175.86228326479244,346.82425146,-9.58697973,1.694,3.68,0.47,0.0,1.74,346.82425,-9.58698,0.0052729563212952,0.8729178863405056,7.497025159999999,11.238496249332893
spec-0727-52207-0382,0.09796101,10.729,10.164384651440074,0.1520199927979321,0.0846930422925437,130.51853699241195,315.60957204,11.14651419,1.811,3.71,0.7,0.0,3.99,315.60957,11.14651,0.0167166310127783,0.8045283901955289,5.937984409999999,10.846339385928157
spec-0728-52520-0574,0.08461496,10.624,10.07182431245967,0.1927939150939646,-0.041665196780165,122.82632956574042,318.35383619,11.64818942,1.589,2.57,0.59,0.0,3.26,318.35384,11.64819,0.0135948324171668,0.8296525174182051,6.41706516,10.68118941087514
spec-0730-52466-0096,0.07146822,10.69,9.8772731257215,0.2456444157386522,0.241693589119615,137.065682656102,322.17599158,10.07863629,1.363,2.79,0.54,0.0,5.05,322.17599,10.07864,0.0144825847737621,0.8452074611443647,5.28806025,10.736162042066415
spec-0736-52221-0516,0.02558855,10.321,10.13630887241676,0.0438970293090334,-0.100750465971226,95.07498432375368,334.21832362,13.42595345,0.515,2.35,0.6,0.0,2.39,334.21832,13.42595,0.0177463649352825,0.8268941874213698,7.02157161,10.457525310805421
spec-0780-52370-0209,0.07115959,10.902,10.126070604441278,0.1303227594667584,-0.182461055449398,133.93509216069256,186.2571701,61.36684438,1.357,4.55,0.59,0.0,3.31,186.25717,61.36684,0.0157689436396018,0.8296525174182051,6.383432009999999,11.002191285837046
spec-0781-52373-0266,0.07539564,10.584,10.136777473249706,0.0460031907026851,0.135325330835461,110.0808995111088,188.4964318,62.29364968,1.431,2.98,0.44,0.0,2.56,188.49643,62.29365,0.0032255452460215,0.8874053975750458,6.90058176,10.71108863036608
spec-0812-52352-0405,0.0841214,10.7,9.850845691902665,0.2676964977867879,0.244819504619699,129.92601492226106,237.79082833,50.21268853,1.581,3.6,0.12,0.0,7.99,237.79083,50.21269,0.0065427140438602,1.2352721781068696,3.7688564099999997,10.818107643393096
spec-0815-52374-0042,0.03243576,10.447,10.13124959461904,0.1064299168329956,0.0535939222437586,104.9404529938024,246.60396441,42.12308331,0.648,2.94,0.43,0.0,3.93,246.60396,42.12308,0.0167525880813033,0.8926404490652192,5.97639209,10.603789499467515
spec-0816-52379-0190,0.03165239,10.139,10.015089348032994,-0.0239973025530049,-0.0016129062813038,89.4257144036162,247.5265324,40.31471162,0.633,1.76,0.71,0.0,2.6,247.52653,40.31471,0.0087985352731404,0.8027356868192035,6.872315999999999,10.256553850999676
spec-0835-52326-0454,0.08995027,10.621,9.948796983758484,0.2219817003238003,0.059952944227132,129.47668883769413,168.90237673,5.74714843,1.679,3.66,0.3,0.0,4.12,168.90238,5.74715,0.0130052084600485,0.984585082448575,5.855363039999999,10.915111987934282
spec-0838-52378-0503,0.09915196,10.786,10.132757085924837,0.2806521415740212,0.181295798765734,137.68078070061586,175.36173183,5.44299353,1.831,5.51,0.29,0.0,7.57,175.36173,5.44299,0.0143005069634932,0.993954349345031,3.96037809,10.980441981447616
spec-0845-52381-0437,0.07960098,10.182,10.127189278797497,-0.0947050866016496,0.315225542650934,98.33463779915958,187.67306019,5.1205848,1.503,2.3,0.58,0.0,1.87,187.67306,5.12058,0.0172934244445988,0.8325219696942819,7.4003052899999995,10.503226875457422
spec-0849-52439-0373,0.0942359,10.429,9.825133047339412,0.0767491262432874,0.0861343076294566,111.59756345889082,195.40145661,5.72906149,1.751,2.48,0.34,0.0,5.13,195.40146,5.72906,0.0132750125976896,0.9508320982325946,5.241207289999999,10.553736931821076
spec-0851-52376-0508,0.09522477,10.723,10.084535198203334,0.2651303073293261,-0.0089153056310208,120.62047387930473,199.77376364,5.18639386,1.767,4.99,0.09,0.0,7.92,199.77376,5.18639,0.0190633279244347,1.30055465966675,3.8001862399999995,10.921316751920658
spec-0853-52374-0574,0.07185679,10.665,10.02118979942713,0.0500871683389497,0.130691690456385,128.63406952265078,204.56544354,5.68364263,1.37,2.73,0.49,0.0,3.94,204.56544,5.68364,0.0158259165902446,0.8641911456966372,5.96997876,10.733897919206788
spec-0855-52375-0548,0.08226885,10.396,10.02273158328418,0.2496496394682531,0.052922102351389,104.71195046572984,208.31775676,5.14392683,1.548,2.51,0.69,0.0,3.14,208.31776,5.14393,0.0162846247664383,0.8063922713597157,6.498276359999999,10.525451408988758
spec-0875-52354-0181,0.04421667,10.991,10.090977055908152,0.1149775858568732,0.0306278906977921,166.10092477168618,159.07236864,49.37193983,0.871,3.5,0.35,0.0,4.37,159.07237,49.37194,0.0032462218608229,0.9432436911467813,5.698765289999999,11.081657479806148
spec-0886-52381-0309,0.06702118,10.128,10.129732189154868,0.0567122938479441,0.301197774615492,85.14824282674181,191.65472948,51.57780194,1.285,2.65,0.31,0.0,5.24,191.65473,51.5778,0.0070802298939617,0.9756052935221179,5.177288159999999,10.35341439495797
spec-0889-52663-0487,0.09245034,11.262,9.997022778184691,0.3424554483608951,0.134079129573699,204.33286078323903,116.82580093,30.06551394,1.72,5.9,0.42,0.0,5.4,116.8258,30.06551,0.014476932590556,0.898093470327658,5.085355999999999,11.417611997488372
spec-0892-52378-0156,0.08413982,10.366,10.14338041506149,-0.1284272855232663,0.0790023499461268,113.75911755049154,122.48887169,35.80690645,1.581,3.25,0.28,0.0,7.85,122.48887,35.80691,0.0136994005806245,1.0037315179050041,3.831752249999999,10.57531142768555
spec-0892-52378-0487,0.07989726,10.401,9.82380287815581,0.1444114176463984,-0.473525293835455,98.8861626116868,122.83401276,35.99423824,1.509,3.02,0.8,0.0,2.85,122.83401,35.99424,0.0102357264063853,0.7893797108194118,6.69740225,10.559910989287143
spec-0903-52400-0118,0.09636513,10.752,9.856048103825824,0.2156667567314835,-0.114767102793925,140.59879396127252,151.84559443,52.39031444,1.785,2.77,0.52,0.0,4.42,151.84559,52.39031,0.0187140139118531,0.8523486307670756,5.66780724,10.788915954367415
spec-0905-52643-0341,0.06702167,10.812,9.957698151040116,-0.0737158875618765,0.0177750472348985,147.28080990348602,155.71724645,54.86656277,1.285,4.54,0.33,0.0,8.0,155.71725,54.86656,0.0123908000959871,0.9587450189793348,3.7643999999999993,10.917187720751087
spec-0910-52377-0151,0.08556622,10.391,10.055220228700838,0.0545357264458765,0.279249558051057,116.43351161863691,202.43716196,-2.30072076,1.605,2.64,0.7,0.0,4.13,202.43716,-2.30072,0.007562578626268,0.8045283901955289,5.84904129,10.592826635061066
spec-0913-52433-0090,0.0836331,10.671,9.908171468041738,-0.0014603318563514,-0.182100498150387,127.95026877223005,206.77854396,-3.13400954,1.572,3.94,0.63,0.0,4.85,206.77854,-3.13401,0.0143306808376071,0.8192422451676569,5.406542249999999,10.822351222201114
spec-0928-52578-0143,0.06119184,10.509,10.14746232497834,0.0780827743116717,0.144165489262644,129.93455905452092,118.53060046,25.13590696,1.182,2.87,0.52,0.0,4.19,118.5306,25.13591,0.011046206619568,0.8523486307670756,5.811212009999999,10.746655893596296
spec-0931-52619-0063,0.06475782,10.487,10.107497712048298,-0.0451701921400468,-0.140321436722058,113.20028995748748,125.73134806,30.52714325,1.246,3.82,0.31,0.0,7.31,125.73135,30.52714,0.0131560447715671,0.9756052935221179,4.0832000100000005,10.65647389840627
spec-0931-52619-0308,0.07736823,10.869,9.877871813425084,0.1154081663434788,0.119940932890816,160.92295006240042,123.73681759,30.35262521,1.465,4.01,0.36,0.0,5.88,123.73682,30.35262,0.0201950403658258,0.9359655037331305,4.81696304,11.036854155309696
spec-0936-52705-0236,0.06090875,10.151,10.147473358767066,0.0985364131021797,0.111469948725618,103.7967478631598,135.03400106,37.41671548,1.175,1.25,0.35,0.0,7.98,135.034,37.41672,0.0165518516332751,0.9432436911467813,3.7733176399999993,10.0470654361203
spec-0938-52708-0044,0.02804272,10.297,10.002385344549989,0.0355102588185125,-0.0171114361356845,101.1908489704228,140.21598159,39.35493164,0.564,2.29,0.37,0.0,5.59,140.21598,39.35493,0.0073787902563452,0.928983936520446,4.97778921,10.401603323015753
