plate,mjd,fiberid,fibermag_r,petromag_r,z
504,52316,536,18.05053,17.13082,0.07408082
533,51994,338,18.02355,17.35229,0.0811047
269,51910,271,18.41159,17.80835,0.09307487
269,51910,271,18.41159,17.80835,0.09307487
268,51633,625,17.9587,17.33138,0.06608251
268,51633,625,17.9587,17.33138,0.06608251
582,52045,137,18.39116,17.69524,0.09245205
587,52026,276,16.29602,14.88807,0.0271035
589,52055,293,18.25311,17.39509,0.08361685
590,52057,257,18.31313,17.69121,0.09157158
586,52023,73,16.77578,15.68522,0.02742171
587,52026,238,17.94881,17.29765,0.06396018
591,52022,370,17.18863,16.16252,0.08754397
585,52027,539,17.99624,17.34686,0.08404101
591,52022,580,17.13872,16.13288,0.05292075
582,52045,610,18.37995,17.66163,0.09018413
584,52049,460,18.34964,17.70027,0.08736949
638,52081,291,18.38272,17.59693,0.07978819
637,52174,40,18.43044,17.57143,0.07361212
1178,52825,245,18.46508,17.8949,0.06370866
717,52468,94,18.66891,17.79803,0.07716816
718,52206,117,17.76158,17.14071,0.0706153
634,52164,626,18.21598,17.43596,0.08535407
722,52224,456,18.06523,17.25,0.07932036
662,52147,260,17.30705,16.55491,0.06143863
659,52199,133,18.0324,17.37319,0.08308846
651,52141,295,18.06606,17.3798,0.06457114
657,52177,103,17.64679,17.07188,0.05402624
649,52201,188,18.33881,17.67937,0.07735987
668,52162,121,17.66451,16.85971,0.06942458
655,52162,72,17.23449,16.25249,0.05943012
664,52174,320,16.81693,15.83263,0.05132803
649,52201,570,17.99629,17.28658,0.07421351
654,52146,379,18.56083,17.79867,0.09642341
656,52148,522,18.30283,17.58794,0.07618456
658,52146,453,18.34773,17.726,0.07795649
635,52145,282,17.93409,17.23639,0.08125388
644,52173,394,18.06884,17.31622,0.09062801
738,52521,62,18.01766,17.25436,0.08959398
750,52235,145,18.54153,17.89511,0.09423462
735,52519,634,17.86066,17.03352,0.06784426
748,52233,227,18.43378,17.87482,0.0929459
738,52521,556,17.86444,17.18608,0.08585756
741,52261,387,18.39758,17.8565,0.08654889
649,52201,130,18.08351,17.57056,0.07177377
658,52146,301,17.70481,17.12338,0.05509663
650,52143,389,17.65756,16.86248,0.07640859
651,52141,511,17.17382,16.30616,0.04152862
653,52145,518,16.9661,16.18495,0.05376649
656,52148,360,17.51283,16.69775,0.05926879
656,52148,412,17.81572,17.13107,0.0772785
660,52177,411,18.08191,17.4223,0.06512664
729,52468,271,17.43129,16.67923,0.06994181
725,52258,65,18.33683,17.63341,0.0902836
648,52559,275,17.95537,17.18424,0.07347865
648,52559,199,18.40215,17.70512,0.07882629
544,52201,141,18.35163,17.75168,0.07582548
558,52317,440,17.99537,17.33771,0.08139616
752,52251,56,17.82695,16.9836,0.08421376
428,51883,211,18.39429,17.84314,0.060723
418,51817,199,17.04122,16.01753,0.03841839
419,51879,439,18.17777,17.52003,0.07847088
418,51817,630,18.32277,17.62065,0.07760888
475,51965,39,18.45439,17.74782,0.08819866
467,51901,458,17.38216,16.58917,0.05232973
503,51999,452,17.48491,16.64517,0.04619312
509,52374,427,17.66356,16.97536,0.05773874
508,52366,417,17.79005,16.81425,0.053576
555,52266,64,17.90719,17.15847,0.04597967
554,52000,275,16.29828,14.80319,0.02539575
559,52316,298,17.38137,16.65965,0.07498769
552,51992,461,18.22,17.48783,0.09956013
553,51999,403,17.85707,17.0496,0.09522074
553,51999,460,18.1838,17.30251,0.09781152
553,51999,545,18.3087,17.60257,0.09958907
554,52000,395,17.03289,15.56274,0.04408099
546,52205,433,18.29043,17.56286,0.06270089
545,52202,253,18.32415,17.58234,0.09758489
439,51877,40,17.79405,17.18756,0.05659731
441,51868,111,17.64676,16.92441,0.05138757
602,52072,100,17.77446,17.05954,0.08556794
606,52365,167,17.66136,16.92665,0.07386032
608,52081,350,18.02891,17.12925,0.08564122
607,52368,48,16.66272,15.42541,0.05036274
576,52325,290,17.91189,17.13918,0.07269169
576,52325,291,17.4942,16.69479,0.07476789
577,52367,260,18.38766,17.73863,0.08204996
567,52252,109,17.40362,16.68849,0.05440908
577,52367,589,18.07039,17.35002,0.06802042
578,52339,322,17.83445,17.1636,0.06670675
578,52339,369,18.02625,17.3062,0.07149565
577,52367,629,17.88709,17.12151,0.07107199
578,52339,622,17.84366,17.07758,0.07159911
580,52368,387,16.87657,16.13557,0.04259953
581,52356,483,18.05435,17.2565,0.07603709
581,52356,549,18.17529,17.42816,0.07577048
581,52356,293,18.48158,17.6844,0.07516832
835,52326,136,18.47582,17.83674,0.06890932
840,52374,45,18.15318,17.44992,0.09759108
840,52374,106,18.02493,17.53269,0.07489181
564,52224,36,17.8058,16.93993,0.05951725
569,52264,551,16.6836,15.43938,0.04633902
566,52238,546,18.3879,17.58459,0.09475992
571,52286,588,17.29843,16.46479,0.09254149
835,52326,349,17.08825,16.29016,0.04165377
838,52378,519,17.81435,16.97945,0.09716124
843,52378,386,17.8997,17.1058,0.07998919
842,52376,585,17.50228,16.8458,0.07446633
843,52378,399,17.7527,17.1727,0.07743599
843,52378,431,17.94023,17.36263,0.07957033
842,52376,590,18.14344,17.46935,0.07408304
842,52376,625,18.01112,17.29966,0.07539869
571,52286,323,17.46397,16.58794,0.08320667
577,52367,536,18.20376,17.64089,0.06722529
577,52367,547,17.53531,16.69549,0.06703668
838,52378,481,18.35894,17.63635,0.0973407
840,52374,370,17.99902,17.32162,0.07306893
758,52253,632,17.2192,16.21504,0.06127848
759,52254,495,17.61876,16.84283,0.06769188
759,52254,408,17.78063,17.08989,0.06409832
761,54524,385,18.25154,17.66241,0.08074179
268,51633,98,17.85475,17.0673,0.08532126
268,51633,98,17.85475,17.0673,0.08532126
269,51910,214,18.21714,17.47888,0.09419206
269,51910,214,18.21714,17.47888,0.09419206
274,51913,252,18.42594,17.6756,0.09774555
268,51633,509,17.8765,17.1382,0.09149828
268,51633,509,17.8765,17.1382,0.09149828
587,52026,305,16.11791,14.73031,0.02813929
586,52023,69,16.62788,15.43648,0.02740041
586,52023,21,15.99099,14.48256,0.02560094
589,52055,57,16.88782,16.07401,0.04178319
592,52025,64,18.42088,17.85363,0.07480927
850,52338,178,18.20767,17.45604,0.09742402
850,52338,67,17.25739,16.39185,0.05305604
591,52022,176,18.258,17.65015,0.08069835
591,52022,4,17.32833,16.43307,0.04464713
855,52375,333,18.35772,17.68438,0.09430788
582,52045,535,17.94495,17.04869,0.08462109
609,52339,499,18.47433,17.72074,0.07487264
619,52056,100,17.29201,16.31759,0.06436528
623,52051,483,16.99833,16.14818,0.03361193
619,52056,562,18.17729,17.4546,0.08243446
632,52071,442,17.91297,17.25087,0.06097486
625,52145,375,18.32204,17.60471,0.09915767
627,52144,39,17.43178,16.62808,0.05823507
951,52398,165,17.86636,17.29089,0.0689491
766,52247,589,18.27101,17.75987,0.08725055
950,52378,632,17.46239,16.85037,0.04984865
955,52409,483,17.80212,16.96527,0.05969585
2881,54502,556,18.03724,17.36436,0.06304871
957,52398,581,17.55384,16.61044,0.05986017
960,52425,418,17.53424,16.73604,0.07186767
960,52425,429,17.92842,17.06502,0.0724289
959,52411,598,18.03615,17.471,0.07157046
2881,54502,532,18.11895,17.48298,0.06296621
510,52381,408,16.18698,15.28616,0.02966021
844,52378,219,18.28437,17.53752,0.07442313
846,52407,255,17.82727,17.12334,0.07318868
849,52439,81,16.9025,15.96605,0.04018792
854,52373,108,18.35837,17.70252,0.07942866
839,52373,310,18.41088,17.74842,0.08943021
846,52407,188,18.00051,17.30285,0.07644667
848,52669,115,18.11458,17.29894,0.09711423
843,52378,511,18.1185,17.27681,0.07598016
845,52381,552,18.45351,17.80401,0.08064843
854,52373,584,18.30127,17.80213,0.07665642
855,52375,506,17.93978,17.16873,0.07751544
855,52375,581,18.08933,17.49222,0.0750878
838,52378,574,18.28287,17.63349,0.09625383
846,52407,522,17.48405,16.67792,0.07273231
616,52442,245,18.40638,17.57319,0.09855037
976,52413,323,16.60552,15.75105,0.03060806
632,52071,381,18.39661,17.72475,0.09480483
622,52054,524,18.10029,17.47337,0.05647042
625,52145,347,18.3679,17.7048,0.05839803
776,52319,259,17.77274,16.9178,0.06162333
794,52376,29,18.14903,17.48155,0.07006547
795,52378,600,18.19199,17.58581,0.07355493
555,52266,156,17.45323,16.74188,0.04776438
556,51991,58,17.47505,16.55068,0.07214611
560,52296,180,17.98521,17.32134,0.09786818
785,52339,68,18.01389,17.26877,0.07175024
776,52319,470,17.93846,17.15559,0.07389756
776,52319,574,18.40661,17.67397,0.09946655
816,52379,306,16.66314,15.52001,0.03291619
973,52426,142,17.57781,16.66243,0.07019651
817,52381,127,18.21185,17.51328,0.07863919
777,52320,42,18.10358,17.44331,0.08013139
786,52319,285,17.30712,16.48895,0.07037356
779,52342,4,18.40236,17.7124,0.09958691
775,52295,263,17.75505,17.15005,0.05503943
783,52325,275,17.79402,17.05569,0.08995287
813,52354,164,17.63602,16.88181,0.05937884
812,52352,455,17.78083,16.87805,0.05942798
781,52373,579,17.5291,16.74981,0.06205326
782,52320,549,17.83305,17.10021,0.07644665
315,51663,581,18.21314,17.59657,0.0635557
2954,54561,264,18.04005,17.29199,0.07421942
593,52026,307,18.32416,17.58241,0.08697715
593,52026,266,18.28317,17.59805,0.09624057
975,52411,437,18.37695,17.63153,0.08201127
817,52381,550,17.55192,16.51326,0.06125262
972,52435,1,18.02444,17.36049,0.08831004
910,52377,59,18.4587,17.80418,0.08804053
915,52443,170,17.21612,16.55239,0.05473125
915,52443,62,17.80029,17.06971,0.0658799
910,52377,503,18.44078,17.62929,0.08081221
911,52426,426,18.28001,17.59839,0.08358753
912,52427,167,18.18161,17.40255,0.09431919
914,52721,148,18.10284,17.38552,0.09311856
919,52409,73,16.3632,15.44674,0.04120101
340,51990,390,18.29865,17.62822,0.08382835
341,51690,542,18.24651,17.51943,0.08599044
911,52426,492,18.43328,17.58355,0.08500791
820,52438,196,17.90232,17.12184,0.07081975
820,52438,72,17.32566,16.59678,0.06308592
974,52427,173,17.96258,17.30089,0.09782305
974,52427,142,18.18921,17.65352,0.08803692
2972,54586,251,18.49577,17.95458,0.08757217
974,52427,632,18.19027,17.4736,0.0831102
632,52071,523,17.54773,16.90103,0.06308315
922,52426,26,17.11817,16.15984,0.03691157
922,52426,441,18.68969,17.86139,0.07146715
923,52404,456,18.49043,17.59981,0.05372724
922,52426,324,18.42315,17.85674,0.08684231
582,52045,527,17.82733,17.01875,0.08519002
591,52022,406,18.34805,17.63424,0.09549049
591,52022,440,18.36629,17.58774,0.09720802
594,52045,388,18.13918,17.43865,0.08414367
1825,53504,277,17.98991,17.35903,0.0853771
1826,53499,55,16.93872,15.89973,0.05575201
1828,53504,87,17.71288,17.07083,0.06000944
1830,54560,218,17.15742,16.17221,0.06326567
1833,54561,23,16.96898,16.26102,0.03577138
1830,54560,78,17.50891,16.84196,0.04558988
1834,54562,195,18.32126,17.66986,0.07824139
1835,54563,164,18.23533,17.47873,0.08723716
1835,54563,55,17.35832,16.26648,0.03866035
1837,53494,282,17.68012,16.88583,0.05578162
1808,54176,629,17.76619,17.04676,0.08589772
1824,53491,478,18.3716,17.78102,0.09335458
1833,54561,407,18.28757,17.48853,0.0826529
1825,53504,556,18.35071,17.71891,0.09687831
1826,53499,324,17.96858,17.29842,0.05726726
739,52520,232,18.2202,17.63084,0.0920083
732,52221,348,18.17772,17.52511,0.08325937
732,52221,391,18.3167,17.70404,0.08033737
730,52466,64,18.14797,17.4484,0.06028308
730,52466,25,18.39044,17.82373,0.06209139
746,52238,291,17.57091,16.70153,0.04601458
399,51817,171,18.09974,17.19946,0.07698428
721,52228,165,18.46911,17.58597,0.08738539
726,52226,59,18.48303,17.80601,0.08755813
726,52226,504,18.38224,17.76291,0.08255985
371,52078,283,17.11862,16.0841,0.0594183
982,52466,89,18.69275,17.99775,0.09668926
983,52443,185,17.35297,16.48337,0.05529926
376,52143,471,17.53551,16.95215,0.05763945
404,51812,287,17.50658,16.68571,0.04179531
830,52293,133,16.65857,14.85128,0.0286126
1061,52641,325,17.53654,16.58536,0.07424693
1061,52641,323,18.50286,17.63273,0.07407375
390,51900,586,18.18694,17.67106,0.07166046
387,51791,465,18.22226,17.57284,0.08039642
906,52368,26,17.42636,14.9047,0.07276089
904,52381,331,18.40398,17.74915,0.09410895
832,52312,235,18.19272,17.58713,0.09740596
828,52317,185,17.45801,16.60355,0.05358685
407,51820,343,18.41048,17.67488,0.0733884
1018,52672,88,17.95667,17.20392,0.08153968
1006,52708,582,17.66268,17.00519,0.07575111
1008,52707,428,17.34016,16.50303,0.06867867
1008,52707,470,17.77951,17.12034,0.07426031
1016,52759,542,17.62423,16.8593,0.06525885
1009,52644,413,18.10541,17.44238,0.06318985
1015,52734,329,18.32063,17.75595,0.07245089
1015,52734,530,17.84385,16.9981,0.06139125
1016,52759,565,18.08488,17.49811,0.05520389
1018,52672,524,17.53411,16.73938,0.08210792
888,52339,13,18.36416,17.78298,0.09315608
893,52589,79,17.69353,16.95866,0.08151122
893,52589,170,18.12557,17.50332,0.08155378
758,52253,72,17.91529,17.13709,0.0705552
759,52254,17,18.47824,17.792,0.09915125
761,54524,131,18.07732,17.34885,0.05689055
896,52592,80,18.21932,17.46253,0.09399322
889,52663,612,17.91018,17.33611,0.05991222
889,52663,405,17.17669,16.18657,0.05715693
904,52381,69,17.65274,16.78936,0.06944811
1311,52765,114,18.30472,17.63245,0.08099564
1312,52781,556,17.79403,16.87486,0.06454159
909,52379,335,17.18238,16.36611,0.0459017
908,52373,523,18.3588,17.51791,0.07656788
1313,52790,525,18.58973,17.74593,0.09834427
882,52370,1,18.55402,17.76326,0.09244939
884,52374,129,18.01041,17.18622,0.08610652
971,52644,524,17.73534,17.21876,0.08593325
878,52353,110,15.78984,14.3754,0.02762028
1198,52669,176,18.19542,17.53153,0.09444051
1199,52703,553,18.19305,17.54686,0.09504505
865,52323,284,16.69102,15.67999,0.04121788
865,52323,442,18.27125,17.63259,0.09280697
882,52370,631,18.0107,17.22504,0.06248748
884,52374,502,16.9158,16.01398,0.03020984
1198,52669,340,18.19883,17.54054,0.0884686
1199,52703,360,18.25743,17.52909,0.08622084
882,52370,607,17.87938,17.13768,0.08200199
885,52379,522,17.51892,16.70325,0.06527617
886,52381,531,17.47208,16.65627,0.05388673
904,52381,219,17.33538,16.50047,0.06094807
904,52381,310,16.68019,15.45895,0.04421164
895,52581,1,18.01174,17.01822,0.05709599
762,52232,86,16.55264,15.4305,0.03105015
1200,52668,616,17.65156,16.98029,0.07136793
1201,52674,544,16.19576,14.83533,0.02464091
882,52370,214,17.84447,17.11429,0.06211248
883,52430,289,17.81005,16.9453,0.08480053
881,52368,265,18.35512,17.64458,0.07736705
937,52707,75,17.88258,17.14025,0.06884205
938,52708,118,18.07017,17.2335,0.07524934
941,52709,252,17.72221,16.86016,0.07266863
942,52703,186,18.08661,17.19756,0.07367745
943,52376,583,18.36398,17.67846,0.08426625
932,52620,27,18.04058,17.45496,0.08634751
936,52705,190,18.48598,17.74643,0.09831139
937,52707,233,17.87008,17.01789,0.05686329
940,52670,70,17.8257,17.10999,0.07163668
1283,52762,128,18.26127,17.65145,0.06215606
1291,52738,304,18.4429,17.74256,0.08471542
964,52646,69,18.47132,17.82215,0.08688381
966,52642,31,17.9863,17.22879,0.09963211
969,52442,108,17.90266,17.2715,0.06464158
1284,52736,150,17.75695,17.04606,0.06499121
933,52642,515,17.03808,16.24105,0.06090705
933,52642,618,17.4002,16.22016,0.06507584
941,52709,71,17.9771,17.26343,0.0741412
1283,52762,69,17.93792,17.14919,0.08707754
969,52442,355,16.4832,15.3456,0.0329697
1278,52735,631,18.36278,17.75444,0.0956388
1291,52738,501,17.43758,16.49238,0.05845486
944,52614,379,17.92883,17.1804,0.06359825
967,52636,444,18.32466,17.68437,0.07676701
942,52703,408,18.33711,17.68531,0.07096446
961,52615,378,17.33404,16.26345,0.06113662
969,52442,601,18.33497,17.69953,0.07718673
565,52225,408,18.27056,17.55098,0.09782903
995,52731,25,17.72993,16.95638,0.07642419
1002,52646,197,17.82818,17.10597,0.0707977
994,52725,518,18.27826,17.33291,0.0899623
994,52725,560,18.38285,17.68806,0.09034916
1000,52643,549,18.13932,17.35498,0.08081447
1184,52641,337,18.06704,17.33597,0.08719774
1185,52642,335,18.1264,17.42893,0.0949463
1185,52642,338,18.36633,17.61375,0.09956
997,52734,503,17.97364,17.26675,0.07455676
1002,52646,541,18.41852,17.81102,0.07103762
1194,52703,211,17.53656,16.51921,0.05617289
995,52731,605,16.38869,15.27948,0.02309209
1236,52751,43,18.13449,17.36134,0.09615589
945,52652,105,17.23451,16.45403,0.04587177
946,52407,243,18.38729,17.72716,0.09293045
949,52427,225,17.5721,16.85778,0.07448021
955,52409,191,18.31275,17.56623,0.09603074
960,52425,477,18.29273,17.6521,0.07063886
959,52411,37,18.04084,17.40505,0.06727897
960,52425,449,17.94862,17.40336,0.06890204
1003,52641,126,17.58939,16.60968,0.05570472
1004,52723,288,18.50577,17.83107,0.09855954
994,52725,164,18.06057,17.28611,0.0708842
1000,52643,165,17.61433,16.79125,0.06924125
1192,52649,118,17.69798,16.78901,0.06886532
994,52725,194,18.54668,17.72237,0.09061849
1000,52643,278,17.14874,16.11712,0.06799616
1185,52642,438,18.20248,17.47037,0.09845246
994,52725,544,18.13183,17.3906,0.07993118
1620,53137,503,18.41303,17.82243,0.06587218
1185,52642,374,18.34512,17.61997,0.08691798
1004,52723,620,17.18242,16.26596,0.04207728
1626,53472,521,18.39601,17.74345,0.08610664
1231,52725,49,18.16693,17.27662,0.09146895
1791,54266,41,17.8644,16.91684,0.08203593
1222,52763,170,18.49322,17.80241,0.07596573
1194,52703,110,18.22922,17.48033,0.09092858
1237,52762,178,17.66606,16.83831,0.07436737
1224,52765,63,18.41539,17.7979,0.07721531
1225,52760,183,18.05895,17.30639,0.0771176
1237,52762,481,17.41494,16.72749,0.06872252
1222,52763,542,17.7767,16.83141,0.06728792
1225,52760,29,18.21762,17.49788,0.08523016
1231,52725,390,18.34425,17.79822,0.09497181
1796,53884,393,18.3552,17.64335,0.08497706
1234,52724,471,17.92001,17.22115,0.08461288
1220,52723,426,17.43986,16.63307,0.0620024
1226,52734,551,18.30229,17.65202,0.08236741
1302,52763,26,16.06499,14.74026,0.02809914
1234,52724,393,18.30086,17.63626,0.06879961
1234,52724,519,18.17597,17.53304,0.08409753
1234,52724,629,18.34053,17.6699,0.08221494
2147,53491,576,17.66522,16.71535,0.07779656
1796,53884,451,18.53213,17.79874,0.08519407
493,51957,533,17.18508,16.34344,0.06139274
1449,53116,525,17.5005,16.63665,0.0666164
964,52646,82,17.89223,17.12146,0.06523858
944,52614,632,18.16895,17.39931,0.09027759
961,52615,468,18.13628,17.7663,0.06104389
1613,53115,104,18.37349,17.66423,0.0920908
1615,53166,173,18.25353,17.80939,0.08412121
1832,54259,486,18.46058,17.87609,0.07291773
1833,54561,418,18.17552,17.55543,0.07579989
1832,54259,520,17.94578,17.28731,0.07955156
1014,52707,249,18.30689,17.64558,0.08875526
1040,52722,17,17.11921,16.20603,0.02982556
1011,52652,495,17.6913,16.74189,0.07250115
1013,52707,390,17.75994,16.93637,0.06836201
1014,52707,515,17.63591,17.08862,0.05833662
1014,52707,459,17.06915,16.16216,0.05734253
1016,52759,456,17.72543,16.63804,0.04988663
1016,52759,444,17.38838,16.56117,0.0516158
1017,52706,335,18.03522,17.27075,0.05013891
1019,52707,545,16.39865,15.39151,0.03237246
1041,52724,626,16.84257,15.94502,0.04208304
1047,52733,274,18.33013,17.73629,0.07516574
1052,52466,259,17.71775,16.99949,0.05841161
1046,52460,148,17.70861,16.96856,0.07150988
1055,52761,398,18.33896,17.4941,0.09634735
1056,52764,278,17.80159,17.013,0.06713163
1687,53260,522,17.37058,16.46268,0.03827411
1045,52725,206,17.8329,17.10176,0.07522385
1046,52460,293,16.38381,15.16924,0.0269756
1050,52721,98,18.00121,17.26196,0.06233681
1054,52516,264,17.93357,17.22739,0.07666462
1048,52736,63,17.75417,16.97746,0.08567154
1051,52468,339,18.13427,17.40089,0.06768436
1051,52468,498,18.25179,17.53024,0.07058769
1052,52466,5,17.93979,17.24955,0.07579181
1044,52468,518,18.36096,17.59203,0.08171594
1159,52669,131,17.46807,16.45439,0.07318638
1161,52703,345,18.07923,17.39534,0.07207335
1159,52669,575,17.77435,16.80904,0.06651855
