plate,mjd,fiberid,fibermag_r,petromag_r,z
291,51928,439,18.21945,17.53399,0.08823928
1790,53876,438,17.32543,16.33745,0.04392291
2968,54585,111,18.75068,17.86423,0.08388545
337,51997,365,18.1795,17.48603,0.08103285
337,51997,366,18.36238,17.6734,0.08842289
1792,54270,391,16.62082,15.57542,0.05161593
291,51928,156,16.88342,15.96529,0.04821055
291,51928,571,18.16736,17.32625,0.08009145
522,52024,221,17.60223,16.8814,0.04757042
521,52326,25,17.41851,16.58596,0.04711691
847,52426,430,17.98292,17.23678,0.08836202
612,52079,188,17.72925,16.91465,0.06783563
350,51691,90,18.3427,17.56242,0.07805946
350,51691,251,18.17415,17.60209,0.08084181
1220,52723,210,17.82248,17.03027,0.06145249
1220,52723,157,16.51645,15.51099,0.03628638
1220,52723,354,18.27559,17.60951,0.07414086
2886,54498,405,18.16964,17.55167,0.08905582
626,52057,17,17.91773,17.11351,0.0721517
633,52079,51,16.38337,15.34202,0.0280124
2972,54586,115,18.11434,17.40541,0.07192878
350,51691,92,18.25467,17.43302,0.07865872
610,52056,219,18.05105,17.28703,0.06209027
1799,53556,408,16.73873,15.85856,0.05317707
299,51671,590,18.42819,17.80963,0.08906469
1699,53148,388,17.87782,17.06921,0.07690269
1699,53148,246,16.24965,15.29192,0.02268606
1800,53884,273,17.25475,16.15689,0.04990908
1698,53146,236,18.27538,17.78849,0.07225407
529,52025,218,18.33978,17.71909,0.0867533
529,52025,228,18.30415,17.61376,0.07633629
1800,53884,493,17.94567,17.07738,0.08724197
529,52025,118,18.1848,17.39732,0.07158014
914,52721,184,17.80043,16.98251,0.07572702
432,51884,470,17.91506,17.0998,0.0681124
1734,53034,315,18.15302,17.41179,0.09760984
437,51876,144,17.89872,17.21686,0.06687709
890,52583,535,18.43135,17.60574,0.07403025
892,52378,150,18.33825,17.75397,0.08122198
471,51924,95,16.89262,16.02376,0.05369878
568,52254,250,18.32524,17.56917,0.08765639
1229,52723,208,18.41482,17.78587,0.07081386
531,52028,122,18.35431,17.75656,0.08086684
303,51615,278,18.35791,17.62861,0.08333153
856,52339,279,18.55214,17.80114,0.08834463
531,52028,451,17.97606,17.36932,0.07807557
285,51930,140,18.37886,17.79872,0.08062554
279,51984,516,18.0054,17.16877,0.09964518
407,51820,609,15.9259,14.35589,0.02229504
985,52431,589,17.90126,17.25757,0.06873892
371,52078,335,17.89976,17.24921,0.07452229
374,51791,405,17.93416,17.3474,0.09022401
379,51789,562,18.03294,17.26877,0.07109137
403,51871,403,17.84668,17.17673,0.07512253
457,51901,570,17.86576,16.91006,0.0862686
290,51941,245,18.19383,17.49726,0.079855
302,51688,99,18.45205,17.7051,0.07928953
302,51688,176,17.9526,17.15778,0.05328913
363,51989,494,17.34949,16.49342,0.05977607
310,51990,390,16.72493,15.75553,0.04208763
267,51608,125,17.68149,17.8055,0.09202483
267,51608,125,17.68149,17.8055,0.09202483
511,52636,133,17.55123,16.64998,0.07474677
280,51612,441,18.26891,17.59926,0.07331392
624,52377,640,17.6098,16.91023,0.05043693
442,51882,108,18.4305,17.73199,0.07361884
486,51910,250,18.18476,17.51205,0.0985366
490,51929,28,18.30865,17.68658,0.06565191
631,52079,450,18.3659,17.77781,0.09528258
816,52379,513,16.51339,15.32568,0.03173248
923,52404,318,18.18538,17.37379,0.09940634
924,52409,318,17.91057,17.05993,0.05413687
924,52409,23,18.55495,17.79376,0.07737794
925,52411,174,16.21681,14.56846,0.02820974
925,52411,397,18.05529,17.08352,0.08817326
925,52411,623,18.39215,17.6832,0.07614029
926,52413,508,18.60158,17.95343,0.0823449
977,52410,59,18.52942,17.92423,0.09973881
979,52427,148,18.33836,17.73492,0.09282354
882,52370,36,18.17899,17.55508,0.06143417
1172,52759,158,16.56057,15.61488,0.0305024
1172,52759,105,16.22352,15.04754,0.02735683
1331,52766,416,18.36954,17.71086,0.07497112
1867,53317,366,18.16385,17.41065,0.08976494
2533,54585,521,18.26552,17.60738,0.08711089
2204,53877,138,18.38915,17.88,0.08521454
2795,54563,574,18.17604,17.6693,0.08852974
2196,53534,214,16.71759,15.94307,0.03444698
2197,53555,269,16.73555,15.43863,0.03288664
2196,53534,144,16.94712,15.89514,0.0347338
2197,53555,240,16.55308,15.57984,0.03366669
2478,54097,235,18.16597,17.62257,0.07837316
2776,54554,76,17.52154,16.74611,0.04243647
2484,54144,328,16.33962,15.25856,0.02419617
2785,54537,82,17.85889,16.77593,0.05627599
277,51908,382,18.05261,17.48079,0.08447896
284,51943,559,17.25638,16.30419,0.06066807
286,51999,432,18.22462,17.47029,0.08704844
892,52378,96,18.48486,17.85037,0.08219966
2100,53713,473,16.84328,15.89287,0.0452196
