aid,ra,dec,logage,logZ,alpha_fe,sigma_e_ppxf,lookbackTime,z
spec-0313-51673-0414,231.021495520153,0.825857359995905,9.956917760234974,0.04068013612451128,0.0189648845212219,206.37071787446362,1.083648826199268,0.08228496
spec-0315-51663-0557,235.33580937369,0.311821350880162,10.155024893021926,0.2619324044923127,-0.157863079401567,211.1501715723435,1.0511348802605365,0.07964799
spec-0315-51663-0581,235.562870655565,0.787996154988444,10.15427539678099,0.07276733487986947,0.0655490048575762,180.80558189975258,0.8478074158939343,0.0635557
spec-0328-52282-0505,176.048974467791,-1.86565973715634,10.14942427184362,0.25032264027258505,0.335772234107338,224.86372131236257,0.6420553241005748,0.04762832
spec-0328-52282-0507,176.046291851436,-1.96173521143988,10.152607321696017,0.2449337979173398,0.332879177428549,206.22511087296797,0.9757213600425182,0.07367941
spec-0329-52056-0140,176.957649085639,-3.18969515179951,10.148571803334168,0.2374186483360371,0.533951964036234,190.83436711938398,0.9392614301971753,0.0707938
spec-0330-52370-0600,179.293886586999,-2.37209519575418,10.156414325451959,0.23480249554450572,0.118123733229712,192.17963139188188,1.0523619997904035,0.07974511
spec-0332-52367-0535,182.840513953182,-1.48360076425088,10.162703346572693,0.04931783155926855,-0.097858512733968,174.62579188750897,1.0708786343177705,0.0812453
spec-0333-52313-0428,184.141449336226,-2.16380505640235,10.136521646510438,0.26942923163744714,0.265310376428504,247.0712327782663,1.1607760389944364,0.08856412
spec-0334-51993-0057,187.618898354539,-3.58157261680824,10.0219595399631,0.18349089071765762,-0.507539925042727,182.85365877005754,0.9445257123318933,0.07121044
spec-0334-51993-0240,186.402855722232,-2.90054194916049,10.133906374641313,0.39763834067940584,0.194025493234616,206.29324496503978,0.3419642655746318,0.02497949
spec-0336-51999-0580,191.861903988404,-1.53436176859911,10.164669220747541,0.39898628126308616,0.361459235792157,280.3486066202038,1.1488370408537973,0.08759213
spec-0337-51997-0365,192.399633531905,-1.43670063346151,10.038900670421043,0.21840894910076739,-0.0188831955704554,202.75306862278927,1.0682691011384384,0.08103285
spec-0337-51997-0366,192.485428895272,-1.41367675998784,10.155397011191345,0.2091855022704962,-0.0437713388252312,247.72296500611412,1.1590413043702092,0.08842289
spec-0337-51997-0415,192.57617896926,-1.56248570949029,10.126647136364722,0.2740894567531681,-0.0594839440776727,266.18903590590173,1.0618201333571036,0.08050782
spec-0337-51997-0417,192.539127050602,-1.52751674147642,10.126225611066195,0.2298204573832701,0.596251231243963,201.85974097127388,1.1013227786417665,0.08372385
spec-0337-51997-0450,192.785369617274,-1.44995020689491,10.14597925433189,0.3554321641853535,0.274538785161319,247.41817379639173,0.6497174828713977,0.04821774
spec-0338-51694-0459,194.606571919505,-1.61933882861367,10.129972066445468,0.2506694113774646,-0.177974717382299,212.07844034501053,1.0919219491816505,0.0829585
spec-0338-51694-0464,194.553990755111,-2.01075327283354,10.161152052175586,0.34599399886971277,0.131788075835552,191.84976937818635,1.1353997567295624,0.08649816
spec-0338-51694-0468,194.537416672502,-1.93948760900266,10.163334245034564,0.3969405747571099,0.114221003506133,266.2101051949139,1.115149680993577,0.08484954
spec-0338-51694-0495,194.689905852096,-1.81856137471083,10.145969585585208,0.2946021126767431,0.0592755723757563,223.15318414659276,1.1265874080160776,0.08578072
spec-0339-51692-0192,196.018094589276,-2.76029677934145,10.153690549029736,0.1550201152319138,0.0537199717377084,243.51321450420957,0.8588839638331636,0.06443235
spec-0339-51692-0276,195.675713036659,-3.21050025054359,10.124277895228712,0.28286098003210997,0.154569622098305,213.17906162394132,1.1164822686830367,0.08495803
spec-0339-51692-0422,195.693856179185,-2.48403668508699,10.15890858616612,0.3661089705554088,0.184233992839915,211.4746174391183,1.1280026606069111,0.08589594
spec-0339-51692-0594,197.681019703246,-2.70261971770627,10.140125898159035,0.3360453034355122,-0.05787114156202,217.86607753867543,1.0065727016659427,0.07612113
spec-0339-51692-0603,197.309479891775,-1.60993200159741,10.152250162819554,0.3183582304996928,0.342649821628543,248.9376208725363,1.0874634490478128,0.08259552
spec-0339-51692-0609,197.318634728947,-1.57608617737497,10.11766555598929,0.22400994047773992,0.707822783078401,185.71097833063672,1.0778985180895753,0.08181681
spec-0340-51990-0389,197.364249306899,-1.54758316690632,10.162595870262491,0.18756696091116176,0.0814687724852855,239.31281500695655,1.1054070143558623,0.08405636
spec-0340-51990-0390,197.441741327113,-1.715189411485,10.16383068389707,-0.005454669345042023,-0.0248673626271818,189.51259127513106,1.1026063569766227,0.08382835
spec-0341-51690-0133,200.595236291135,-3.17857704957113,10.113228600927771,0.3364762808188746,0.252797495957695,238.52192298186645,1.1390978134690373,0.08679923
spec-0341-51690-0542,200.740012168501,-1.64495732609224,10.079797883469368,0.13306683236855604,0.287426984755736,189.18961330668017,1.1291634084791016,0.08599044
spec-0350-51691-0090,258.259650256623,63.735787493968,10.063934081539175,-0.0034416998076726817,0.680730291462084,184.9858009724974,1.0310636674642049,0.07805946
spec-0350-51691-0092,258.569141518291,64.0102590768584,10.074557889398974,0.39976477808728494,,211.2537700022299,1.0386353689620236,0.07865872
spec-0350-51691-0251,257.893121765096,64.1411380090878,10.07010137026717,0.2811782539488883,0.305923000409966,267.2341371657491,1.0659225479796737,0.08084181
spec-0351-51695-0578,256.68202195025,62.6843412242085,10.15704960873864,0.31289570102535513,0.268445294131463,239.16636792141352,1.0207969021718986,0.0772469
spec-0355-51788-0290,257.521700765493,56.6962520217737,10.15431355794291,0.19095513848427367,0.348804893179962,236.80088443681444,1.103123964546296,0.08387049
spec-0359-51821-0368,260.495751107828,54.7117106805029,10.149886356440533,0.3981997085019197,0.234107098417949,233.8028996848084,0.6966144391701677,0.05182534
spec-0362-51999-0296,262.804339718,53.4344201494072,10.151289572413472,0.14343442602746465,0.273824137342783,214.70356095422358,0.6946525562993919,0.05167442
spec-0363-51989-0174,232.980654715767,-0.285363530684447,10.025137020934098,0.23902776704793993,-0.0203826790876192,207.04960764211853,1.1272989648862997,0.08583865
spec-0363-51989-0279,232.549229623115,-0.300408089363169,10.161202313000135,0.32953031625563695,0.481372860629166,238.01812259036737,1.137097519384527,0.08663638
spec-0363-51989-0494,233.019263708785,0.0218631848436065,10.154212563105638,0.3990124661497992,0.287247710906159,254.93030335746823,0.7999698658675066,0.05977607
spec-0367-51997-0234,259.874629422185,55.4329830000066,10.159406043784175,0.39924108035302447,0.273503732781895,343.1840141324416,0.9603505255030426,0.07246289
spec-0371-52078-0283,327.196451572806,-1.17104996122103,10.140104341535206,0.3424106393334646,0.36047127945537,237.43582107853646,0.7953190387095592,0.0594183
spec-0371-52078-0335,326.87561694054,0.791015909655857,10.119011664960244,0.18530964391302399,0.0961358313290151,230.0324926074751,0.9863712211353348,0.07452229
spec-0374-51791-0118,334.133767323021,-0.277716052926468,10.158370585327019,0.35114890725613607,0.0384816185598359,287.60282081119163,1.2406456875295409,0.09506655
spec-0374-51791-0182,333.358808904393,-0.191621918274324,10.149409533587699,0.32575307977237317,0.158695704900972,222.09472101177303,1.184398302252445,0.09048728
spec-0374-51791-0405,333.587931564889,0.892401194348942,10.02752410612542,0.13084167794539112,0.14343720970435,210.66779454832084,1.1811645446618457,0.09022401
spec-0376-52143-0078,338.078403325496,-0.405895269451343,10.15027608034514,0.33202178277858124,0.265769052805289,363.7782923062662,1.150443663305464,0.08772293
spec-0376-52143-0471,337.291347163394,0.122922422855471,10.153726363504058,0.14875239381271166,0.111040960043849,246.79944381540966,0.772194897809219,0.05763945
spec-0378-52146-0611,342.34949611441,0.835202537750139,10.142688115690104,0.2319289782496398,0.278994486293412,244.947109724204,0.6575763239098779,0.04882229
spec-0379-51789-0562,343.809051744567,1.21412789618478,10.10919008920061,0.16242161285916487,0.161589549010834,207.67849508592172,0.9430212526694007,0.07109137
spec-0380-51792-0509,345.454304230238,0.592024916229588,10.141523978762413,0.22422579210271237,0.285586219183466,204.56024206412286,0.5690633236991912,0.04201333
spec-0382-51816-0366,348.947463957113,1.12618416834363,10.140519323209203,-0.13707132158016466,0.107343492184543,184.96296296354134,0.7407509539925978,0.05522059
spec-0383-51818-0381,350.600461993377,0.514299960825344,10.157898909630925,0.2802114957358541,0.102650203276921,212.6882146453777,0.9092827939478025,0.06842115
spec-0384-51821-0577,353.86684619295,1.04673473024997,10.16358822557682,0.3991623578410475,0.0981706144325241,330.1130938986464,1.1038852677538973,0.08393247
spec-0385-51783-0354,354.015162980581,0.580265882239128,10.093222458577703,0.2603531787867622,0.137853800676033,227.9831952997138,1.146985862950963,0.08744142
spec-0387-51791-0465,359.93516561743,0.731165554349513,10.1528826598096,0.08869848190568078,0.159583199177567,189.39165490775937,1.060451802003008,0.08039642
spec-0387-51791-0552,0.602736891412547,0.535152929410401,10.161769913633618,0.21929440505780587,0.206313100300748,382.23121344985657,1.0507344743925229,0.0796163
spec-0389-51795-0062,4.53457227863976,-0.376466581562898,10.108713679487874,0.29012360004354837,0.208026461883636,189.70874152948684,0.5318808620384078,0.03917692
spec-0390-51900-0586,6.30748621161928,0.407670308222262,10.153340583615652,0.16172034569310265,0.0158249293318887,170.8946595258648,0.9502117536295743,0.07166046
spec-0392-51793-0086,9.29212335490886,-1.10551801692785,10.061870864521245,0.056745435507169525,0.211823780645875,198.41228755453596,0.9719669706571732,0.07338227
spec-0394-51913-0040,14.0673356990136,-0.580621510184516,10.166301747125734,0.37104992976190015,0.260827742272387,286.5791440657859,1.2648773127128334,0.09703932
spec-0395-51783-0177,14.5424482887691,-0.62608055328064,10.148487450820966,0.09223245629518359,0.281547037447097,230.53329801216836,0.601676831535715,0.04452216
spec-0398-51789-0076,20.1578100735312,-0.106788690549197,10.114301207959425,0.1892830217317952,0.157457388264043,197.32957690608265,1.0220667282916642,0.0773474
spec-0398-51789-0448,19.7808494379975,1.01974021850526,10.100617769944002,0.28520936418532894,0.113853009953074,206.1358189628893,1.0589887683621975,0.08027731
spec-0399-51817-0171,21.1993012330887,-0.478629377992415,10.160407614234094,0.3265677999181434,0.205628095736909,233.56180930849368,1.0174786759472931,0.07698428
spec-0399-51817-0427,20.8205475770473,0.295546904224158,10.163496701325538,0.3990247192599603,0.351208793764064,294.5792459784256,1.2253192708895082,0.09381878
spec-0402-51793-0221,26.9647622879826,-0.288462123157847,10.162564071638856,0.12928517268221568,0.138414542457696,225.01006314218967,1.0456288889350611,0.07921222
spec-0403-51871-0054,30.412516252429,-1.21612340377213,10.12117677035402,0.3049311868750352,0.141631311697369,176.905537600525,0.5695394949790515,0.04204996
spec-0403-51871-0403,29.1363758009766,1.12244051145487,10.096829689874737,0.3069095311539546,0.184629343393625,230.53621401674437,0.9939553050172067,0.07512253
spec-0404-51812-0067,31.9900333407846,-0.699794734387941,10.126102090070495,0.2582257563040594,0.232693462729479,203.24359177778587,0.9292529260579836,0.07000168
spec-0404-51812-0287,30.5518784246279,-1.00810574220996,10.141414886702897,0.03136933074983233,-0.118337279492536,199.8673795566364,0.5662291751205635,0.04179531
spec-0404-51812-0312,30.1915223807997,-0.147368545068733,9.939411933879827,0.3266426429772398,-0.0790970507000115,205.7090301267335,1.0743871636533522,0.08153094
spec-0407-51820-0132,37.6528079634384,-0.823699539186829,10.1422102842164,0.26974880688164676,0.210049819114404,222.2878629324506,0.5193371417428324,0.0382392
spec-0407-51820-0343,36.6110643838558,0.770857261184788,10.150419838513818,0.11655642437053858,0.409085494026615,200.9408591822026,0.972044423732936,0.0733884
spec-0407-51820-0609,38.4651649644848,1.1371570245072,10.128493901310929,0.35726439559420364,0.389984350225484,208.9979689979492,0.3060548363767288,0.02229504
spec-0409-51871-0427,41.6857403586921,0.369518758225989,10.148485073054562,0.2200816110592996,0.203244450788475,201.7794515623967,0.5934888434372823,0.04389229
spec-0411-51817-0041,46.5493410876507,-1.18318329403172,10.126096368005195,0.3163708720344276,0.252655334769592,240.16827225218012,0.530431750129075,0.03906859
spec-0412-52258-0514,47.9851511018118,-0.0325819233948679,10.14228718820791,0.15937159287032016,0.220081333786802,167.55022663645903,0.5112036282725867,0.03763117
spec-0415-51810-0134,53.2385690751485,-0.704139770528173,10.138428025780328,0.3047764138415446,0.20097591187641,220.80658910991593,0.45173599759988975,0.0331856
spec-0418-51817-0199,9.28344949852431,14.5302196979429,9.935354271328851,0.22221393453979174,0.191890270453998,194.99477525307876,0.5217341357706489,0.03841839
spec-0418-51817-0630,10.7696090687406,15.2410938587801,10.146889600232708,0.3566621504319267,0.371264431128036,250.73046698877758,1.0253705505184934,0.07760888
spec-0419-51879-0439,10.7384449359291,15.2859045912909,10.149794785094164,0.19929360765879792,0.405752821443612,210.6258499367679,1.03626199445121,0.07847088
spec-0422-51811-0139,17.4095018420181,13.9191963290488,10.151240115980288,0.37546342725008286,0.329811236294605,258.7451052174064,0.7906007442040149,0.05905534
spec-0422-51811-0166,17.1403843636868,14.440473612687,10.14941696821265,0.2835928948992854,0.191157051862471,231.20384993446018,0.8111387544316906,0.06065357
spec-0426-51882-0200,24.5469175127982,13.9220299024321,10.14140758618821,0.3803910842638528,0.479926079402274,275.73409675021475,0.9632034015187828,0.07268868
spec-0428-51883-0211,32.2929725585225,12.4888680450793,10.154788144358545,0.07238291013196213,0.566121272369975,259.74521403605723,0.8120160084366193,0.060723
spec-0430-51877-0325,27.5670007576625,14.7709620505717,10.090499864781531,0.2971462980631911,0.158657722941589,226.20890032063087,0.8856652916287385,0.06655195
spec-0432-51884-0170,115.239768356778,39.734824814428,10.144124374312797,0.23347142543720334,0.158646117195067,194.19592390714976,0.9545046503703861,0.07200022
spec-0432-51884-0470,115.702564391831,40.3323352575525,10.151449370016692,0.26325414405176,0.178524864794696,225.74856997849,0.9053817112166819,0.0681124
spec-0435-51882-0509,119.136498190184,40.9343660353276,10.159637006302919,0.08096588619598105,0.2394771840847,234.4739382137664,0.9901771616706163,0.07482351
spec-0435-51882-0538,118.912771373144,41.2309157638117,10.149634163157005,0.19844796298343376,0.190820192668384,195.08886269658214,0.9438995174811909,0.07116088
spec-0437-51876-0144,120.601661972784,42.2525489507339,10.15541862738614,0.17764000634846752,0.234543613001844,198.05448583643138,0.88977346341561,0.06687709
spec-0439-51877-0040,124.086704565462,44.8764297406507,10.143376315077306,0.22474239620191766,0.17400094504342,225.99372188662343,0.7586476104056266,0.05659731
spec-0439-51877-0165,122.4497204331,44.4938206673952,10.157408050338635,0.3086746455477519,0.0691488409274533,274.1912905622673,1.0967946336355971,0.0833552
spec-0441-51868-0111,124.942541420867,45.5445067215932,10.150659403644532,0.39886609934714684,-0.0462842257147845,217.50066144128053,0.6909236528970464,0.05138757
spec-0442-51882-0108,126.946912255362,50.674796376829,10.157835469428461,0.33591927225564794,0.0689584034332857,175.55537158751991,0.9749560528975012,0.07361884
spec-0442-51882-0146,126.107172732579,50.4871872788559,10.159771719770923,0.09338872015372594,0.252168630819599,187.55270532348223,0.9507107131665846,0.07169995
spec-0443-51873-0598,128.119170978338,49.6722661889906,10.143301795083344,0.2403559516017583,0.22026799861968,220.4733932458636,0.692543129229151,0.05151215
spec-0443-51873-0633,128.335351783367,49.6591840529093,10.131500514380416,0.16817934785536642,0.139602899813861,197.20283410316367,0.7139852662555867,0.05316161
spec-0444-51883-0147,128.702976987555,52.5237967399202,10.14528635874846,0.34059665811566625,0.177534565089804,222.69677702764474,0.5960432430139283,0.04408879
spec-0444-51883-0626,130.252407540577,53.0229525120158,10.146528337973463,0.2959291337493516,0.129693353793215,265.857096473295,0.6312925272278607,0.04680038
spec-0445-51873-0567,130.984483739437,51.4655722581268,10.154525741835252,0.3623068327799013,0.209151947819128,248.1836181794719,1.2775251654535162,0.09806902
spec-0445-51873-0581,131.143996538476,51.1422194139214,10.168231005345483,0.22644335874218263,0.0869464999926126,218.60390447942095,1.2694193375612841,0.0974091
spec-0445-51873-0622,131.437095094959,51.0616325670511,10.147771898785848,0.12892513516731183,0.101744258732633,166.1870136096165,0.9839690386289682,0.07433217
spec-0446-51899-0071,132.103649222932,53.9187236589351,10.137308943658082,0.3528005549318076,0.296628704178286,223.5910421082217,0.5784665040237048,0.04273668
spec-0447-51877-0460,132.180965294305,52.7290817050733,10.162838642054387,0.15148424175684141,-0.0688996735065163,277.3466031106125,1.1390452420310162,0.08679495
spec-0448-51900-0180,133.259497642024,55.5926028513674,10.141788893485604,0.2598079853008912,0.291871902085397,210.00716337714246,0.41317126780194435,0.03030265
spec-0448-51900-0411,132.975138769734,57.0708890951468,10.165448310721844,0.12038463352968862,0.130926874910807,219.40743845281082,1.1669018398284978,0.08906284
spec-0448-51900-0518,133.823361861322,56.1333652571736,10.16483963145699,0.2324612980187588,0.338539788869117,239.38054034550623,1.1470686506827996,0.08744816
spec-0449-51900-0193,134.026790254677,53.3008423292012,10.154414555575752,0.19862657926869173,0.00718921731447415,202.2570879670437,1.1293915046482719,0.08600901
spec-0450-51908-0367,136.12696660123,56.2222796068774,10.150990169540897,0.11935035320855601,0.247468291237072,196.88066881425735,1.078162726414769,0.08183832
spec-0452-51911-0333,142.107197222861,58.8682348220747,10.165777202421959,0.1606308685187151,0.106537235414549,244.89153750372586,1.2663824772023387,0.09716186
spec-0453-51915-0343,144.097514241886,59.4158380191619,10.167662360415795,0.09538146727465018,0.131650953493849,209.9515510859081,1.2541237513673806,0.09616384
spec-0457-51901-0570,44.2573099127738,-6.53305754053358,10.115342228393603,0.3461437011047271,0.194811042902439,243.52421518228897,1.1325800606286096,0.0862686
spec-0459-51924-0211,47.9216140278048,-8.31480429017424,10.158449284746174,0.07921644064823731,0.248880167806692,181.06383243454587,0.9252330735206359,0.06968353
spec-0467-51901-0071,132.76327411665,0.66896974194934,10.106579732154596,0.38979780683743365,0.394355717681979,230.61014484813575,1.1323394357522474,0.08624901
spec-0467-51901-0272,130.655412650237,0.811154273075824,10.16368456240986,0.302957309861344,-0.124677993622498,224.20324119270919,1.2574895517053448,0.09643786
spec-0467-51901-0458,131.653002525637,1.81095965171423,10.147344006210968,0.14841361255784213,0.115197643933058,206.95983263643384,0.70317125139645,0.05232973
spec-0468-51912-0262,132.371907172704,0.437131872516206,10.168512226272696,0.3848765378158582,0.240478061773215,286.6913539946037,1.2916252427542947,0.09921695
spec-0471-51924-0095,137.02438960755,0.573339582277289,10.075612657838551,0.28163686107115404,0.205669144947685,211.46109149874684,0.7209682017293116,0.05369878
spec-0472-51955-0078,139.52456317319,0.193221582770989,10.165746890737367,0.3988756669019074,0.202182949701165,258.31061038649375,1.1905559161763366,0.09098859
spec-0472-51955-0082,139.041186391321,-0.688823073057891,10.147829032033682,0.39171410909951404,0.0855651584619636,233.82356177320673,0.6990371539238549,0.05201171
spec-0475-51965-0039,143.401532778338,1.2752994168667,10.159080149714736,0.317936734593378,0.123882849751577,232.15637159030544,1.156287076905857,0.08819866
