Nome,plate,mjd,fiberid,fibermag_r,petromag_r,z
2658-54502-15,2658,54502,15,18.00331,17.22534,0.06571273
2659-54498-15,2659,54498,15,18.03466,17.40347,0.07143093
2660-54504-537,2660,54504,537,18.30372,17.65546,0.08790378
2661-54505-126,2661,54505,126,18.08794,17.58709,0.07022398
2661-54505-333,2661,54505,333,17.52439,16.67159,0.08506952
2664-54524-342,2664,54524,342,18.01598,17.35505,0.07255003
2744-54272-79,2744,54272,79,17.38026,16.57279,0.0613802
2744-54272-85,2744,54272,85,17.41241,16.58844,0.06039731
2744-54272-431,2744,54272,431,18.02921,17.31085,0.09791512
2744-54272-560,2744,54272,560,17.83182,16.94837,0.0583708
2744-54272-630,2744,54272,630,18.26359,17.43907,0.09812163
2747-54233-505,2747,54233,505,18.32777,17.62328,0.08742289
2748-54234-388,2748,54234,388,17.74122,17.11321,0.07625636
2752-54533-461,2752,54533,461,18.39808,17.83245,0.08403724
2754-54240-231,2754,54240,231,18.35411,17.67377,0.07228605
2754-54240-454,2754,54240,454,17.48436,16.67336,0.07364471
2755-54507-226,2755,54507,226,17.70839,16.85747,0.08527847
2756-54508-336,2756,54508,336,18.17958,17.55184,0.07126821
2756-54508-614,2756,54508,614,17.94827,17.31115,0.06324442
2757-54509-127,2757,54509,127,18.61881,17.82706,0.08088652
2757-54509-312,2757,54509,312,18.17222,17.52436,0.08248641
2757-54509-373,2757,54509,373,16.406,15.11925,0.02758742
2757-54509-516,2757,54509,516,17.69532,16.90689,0.08183078
2759-54534-230,2759,54534,230,16.99432,16.06678,0.03858726
2760-54506-238,2760,54506,238,17.64454,17.03851,0.05554606
2760-54506-589,2760,54506,589,17.39855,16.57072,0.05271743
2761-54534-296,2761,54534,296,17.26873,16.52916,0.05423094
2761-54534-362,2761,54534,362,18.36676,17.78853,0.09790786
2761-54534-520,2761,54534,520,18.236,17.44434,0.07803483
2764-54535-362,2764,54535,362,17.09025,16.10678,0.04549976
2765-54535-282,2765,54535,282,17.32881,16.65792,0.06909192
2766-54242-54,2766,54242,54,17.97535,17.1954,0.08207769
2767-54243-525,2767,54243,525,18.124,17.46158,0.07283568
2768-54265-57,2768,54265,57,18.34236,17.67392,0.09175935
2770-54510-351,2770,54510,351,17.97156,17.3368,0.06482261
2773-54533-443,2773,54533,443,18.17086,17.51299,0.07626147
2775-54535-567,2775,54535,567,17.03737,16.11185,0.03008132
2775-54535-570,2775,54535,570,17.69883,16.60147,0.06895804
2776-54554-76,2776,54554,76,17.52154,16.74611,0.04243647
2776-54554-396,2776,54554,396,17.89817,17.31987,0.07046177
2777-54554-86,2777,54554,86,16.55778,15.58746,0.0453742
2777-54554-193,2777,54554,193,17.7823,17.05346,0.07027266
2777-54554-506,2777,54554,506,17.04287,16.30522,0.0447422
2778-54539-388,2778,54539,388,17.56612,16.77678,0.05681342
2780-54557-404,2780,54557,404,17.81581,17.28131,0.09328379
2782-54592-637,2782,54592,637,17.68319,17.06291,0.05073572
2783-54524-156,2783,54524,156,17.10645,16.28165,0.05563224
2784-54529-557,2784,54529,557,17.44256,16.70543,0.06146514
2785-54537-48,2785,54537,48,17.71307,16.99335,0.08567531
2785-54537-82,2785,54537,82,17.85889,16.77593,0.05627599
2786-54540-72,2786,54540,72,17.69255,16.86329,0.07569333
2788-54553-539,2788,54553,539,18.17938,17.47316,0.08623316
2794-54537-17,2794,54537,17,17.29701,16.53058,0.05359389
2794-54537-124,2794,54537,124,18.09741,17.45342,0.06072978
2795-54563-574,2795,54563,574,18.17604,17.6693,0.08852974
2881-54502-532,2881,54502,532,18.11895,17.48298,0.06296621
2881-54502-556,2881,54502,556,18.03724,17.36436,0.06304871
2883-54525-474,2883,54525,474,17.22702,16.4685,0.07128827
2886-54498-405,2886,54498,405,18.16964,17.55167,0.08905582
2886-54498-445,2886,54498,445,18.13856,17.47945,0.05962159
2947-54533-47,2947,54533,47,17.8299,16.97565,0.07474704
2949-54557-66,2949,54557,66,17.5915,16.74909,0.05528939
2949-54557-348,2949,54557,348,18.36448,17.67697,0.07368314
2951-54592-618,2951,54592,618,17.77875,16.93191,0.05361331
2953-54560-431,2953,54560,431,17.4645,16.53571,0.05100054
2954-54561-264,2954,54561,264,18.04005,17.29199,0.07421942
2967-54584-63,2967,54584,63,18.08352,17.26635,0.08430267
2967-54584-219,2967,54584,219,17.8579,17.20421,0.08211707
2967-54584-266,2967,54584,266,18.34312,17.80573,0.09306204
2967-54584-294,2967,54584,294,17.8537,17.15495,0.08335754
2968-54585-111,2968,54585,111,18.75068,17.86423,0.08388545
2969-54586-347,2969,54586,347,16.06844,14.84245,0.03712497
2970-54589-150,2970,54589,150,18.36137,17.59851,0.08799863
2972-54586-115,2972,54586,115,18.11434,17.40541,0.07192878
2972-54586-251,2972,54586,251,18.49577,17.95458,0.08757217
