aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e
spec-0844-52378-0216,184.398585511313,3.59635764562132,10.315,1.02,0.25,4.27,0.07625999,172.44750079788895
spec-0844-52378-0219,184.402356543103,3.77073929846227,10.288,1.51,0.6,2.44,0.07442313,166.666090489905
spec-0845-52381-0552,188.681170999052,5.50188188024837,10.286,1.05,0.56,3.45,0.08064843,172.80115849036153
spec-0846-52407-0188,189.723312521357,4.75441887378771,10.453,1.5,0.57,3.35,0.07644667,184.66318561206194
spec-0846-52407-0255,189.569518931316,3.92395705647606,10.42,1.61,0.6,7.56,0.07318868,190.68730865317443
spec-0846-52407-0522,189.966405362488,6.02595900579847,10.741,2.14,0.71,3.68,0.07273231,226.32207376358232
spec-0847-52426-0430,191.482383598194,5.01157833651718,10.611,1.89,0.35,4.11,0.08836202,207.93674303513532
spec-0848-52669-0115,194.252048248917,4.52987172113009,10.789,2.57,0.54,4.35,0.09711423,231.38163640119527
spec-0849-52439-0081,196.165516227488,3.69384254422673,10.406,1.35,0.46,3.47,0.04018792,182.703810692465
spec-0850-52338-0067,198.545953996309,4.7151611309266,10.483,1.5,0.52,3.71,0.05305604,208.72176276160513
spec-0850-52338-0178,197.894291571467,4.80804994441359,10.616,2.03,0.67,3.49,0.09742402,203.75014596519898
spec-0854-52373-0108,206.261347543519,4.01821543890936,10.313,1.2,0.43,4.29,0.07942866,216.58076596922692
spec-0854-52373-0584,206.919553391866,5.14267429989104,10.193,0.71,0.43,3.14,0.07665642,172.93844767126035
spec-0855-52375-0333,207.377826601824,5.28947650457809,10.496,1.62,0.6,3.76,0.09430788,190.4140913284377
spec-0855-52375-0506,208.235809893639,5.16906180664149,10.619,2.13,0.68,3.49,0.07751544,217.72051466597154
spec-0855-52375-0581,208.395745935325,5.19826100213903,10.356,1.01,0.61,3.03,0.0750878,244.17657819897522
spec-0856-52339-0279,209.098687852019,3.45997304714661,10.393,2.17,0.81,3.93,0.08834463,182.87850695782296
spec-0865-52323-0284,130.831301657584,37.5749579210506,10.597,2.65,0.46,6.36,0.04121788,215.30821757218186
spec-0865-52323-0442,132.487940716288,38.6677658611572,10.549,1.61,0.71,6.25,0.09280697,204.81190799622783
spec-0878-52353-0110,170.166462635478,50.8272892216803,10.795,2.48,0.33,5.11,0.02762028,242.74496234817568
spec-0881-52368-0265,176.837088148052,51.7589432310582,10.374,1.64,0.3,7.93,0.07736705,198.9742886019295
spec-0882-52370-0001,181.859180232546,51.2303534251875,10.578,1.82,0.3,2.98,0.09244939,199.25733208174577
spec-0882-52370-0036,182.192873933419,51.9832281315021,10.091,0.78,0.26,5.41,0.06143417,197.59683196279025
spec-0882-52370-0214,180.479516665895,51.5223494013876,10.361,1.22,0.4,4.04,0.06211248,206.85386839936996
spec-0882-52370-0607,182.189599152231,53.3591220465947,10.666,1.74,0.71,3.62,0.08200199,237.1034046899152
spec-0882-52370-0631,181.784553709902,52.5607726859071,10.285,1.61,0.43,5.87,0.06248748,181.6530106248877
spec-0883-52430-0289,181.358558318695,51.4985090026683,10.801,2.29,0.56,3.08,0.08480053,251.2426241714755
spec-0884-52374-0129,187.171824593181,51.2917856372743,10.666,2.35,0.65,3.7,0.08610652,232.5827693437891
spec-0884-52374-0502,186.991591510162,53.0428091040137,10.148,1.44,0.51,6.66,0.03020984,158.6073482965208
spec-0885-52379-0522,189.885778916001,53.3510295160578,10.591,1.87,0.67,3.96,0.06527617,203.59244852956041
spec-0886-52381-0006,194.524901347038,51.0854393796834,10.357,1.25,0.16,3.86,0.03499497,183.43475848987964
spec-0886-52381-0089,194.018871479245,50.9072775980835,10.791,2.7,0.45,6.64,0.09482258,246.9367277763178
spec-0886-52381-0186,192.449027905264,51.6411264105404,10.546,1.1,0.65,3.22,0.0296909,253.60793875619356
spec-0886-52381-0531,193.623343514316,53.1017332194911,10.396,1.22,0.16,4.7,0.05388673,196.22513886159345
spec-0887-52376-0541,197.296053435349,52.0209121271794,10.087,1.35,0.12,6.87,0.0257783,149.66738461015277
spec-0888-52339-0013,114.691309903703,26.8536955587797,10.532,1.32,0.59,6.47,0.09315608,226.47227522150598
spec-0889-52663-0405,116.707608430434,30.9973143448476,10.72,2.4,0.35,5.99,0.05715693,231.31985689815266
spec-0889-52663-0612,117.378965969248,30.426818029853,10.282,0.69,0.37,4.65,0.05991222,169.99077766304836
spec-0890-52583-0535,119.113992881591,32.8864828190794,10.315,2.02,0.38,4.47,0.07403025,173.5526117061589
spec-0892-52378-0096,122.438086854111,35.1271355211258,10.302,1.32,0.48,3.5,0.08219966,174.16194679393234
spec-0892-52378-0150,122.506058643347,35.2611849047822,10.346,1.15,0.6,3.96,0.08122198,178.76508102517522
spec-0893-52589-0079,125.245964884555,37.6860055910809,10.738,2.17,0.55,5.52,0.08151122,264.2565628029743
spec-0893-52589-0170,124.355454517394,37.3663931380503,10.506,1.42,0.6,4.37,0.08155378,211.10281499286657
spec-0895-52581-0001,129.166553896592,40.1008910277841,10.221,1.81,0.17,7.99,0.05709599,186.4085370258061
spec-0896-52592-0080,132.712342102851,42.8921410954843,10.722,2.0,0.56,2.41,0.09399322,232.308048220835
spec-0904-52381-0069,156.404317157202,53.0080168902696,10.559,1.65,0.57,3.86,0.06944811,241.17533495667297
spec-0904-52381-0219,154.028259954512,52.1163343462538,10.629,1.68,0.71,3.66,0.06094807,226.92034710303267
spec-0904-52381-0310,153.101604158598,53.3412043331298,10.754,2.25,0.34,3.73,0.04421164,219.25796116459568
spec-0904-52381-0331,152.96748692502,54.1768554882503,10.473,1.52,0.69,6.78,0.09410895,185.77352813827562
spec-0906-52368-0026,163.543250283258,54.8273806999672,10.74,1.76,0.56,3.93,0.07276089,268.8166217039064
spec-0908-52373-0523,167.840067475548,57.0274637876748,10.478,2.03,0.37,4.64,0.07656788,202.0825196469578
spec-0909-52379-0335,167.949229360992,57.1228674186945,10.293,1.43,0.29,7.98,0.0459017,202.45935583438268
spec-0910-52377-0059,202.866653675041,-3.20386935699859,10.408,1.24,0.4,3.97,0.08804053,202.93275078892077
spec-0910-52377-0503,202.689711574943,-1.81156212794526,10.459,2.08,0.6,5.07,0.08081221,184.33352435429623
spec-0911-52426-0426,202.700822261019,-1.86974211438624,10.458,1.47,0.41,4.83,0.08358753,253.07103010001194
spec-0911-52426-0492,202.922660414284,-1.72210857133045,10.461,2.62,0.36,7.14,0.08500791,214.87210774771162
spec-0912-52427-0167,204.872818491125,-2.78156879568609,10.664,2.0,0.53,4.34,0.09431919,214.24683686009018
spec-0914-52721-0148,208.974777993579,-2.76519977260042,10.636,1.78,0.66,3.66,0.09311856,240.5233217864578
spec-0914-52721-0184,208.40640740243,-2.65395350590061,10.573,1.79,0.27,4.41,0.07572702,208.80539995909638
spec-0915-52443-0062,211.543180237278,-2.62448711536304,10.451,1.21,0.36,3.1,0.0658799,187.1258792223675
spec-0915-52443-0170,210.475311585928,-2.48723146628582,10.532,0.94,0.74,4.58,0.05473125,263.7657189022519
spec-0919-52409-0073,219.78707612624,-2.21449597039907,10.752,1.86,0.58,4.92,0.04120101,247.21824219253705
spec-0922-52426-0026,227.592262127029,-2.24770718464627,10.345,1.39,0.54,3.82,0.03691157,177.56856678139346
spec-0922-52426-0324,225.080763602543,-0.96592124883123,10.386,1.06,0.44,4.13,0.08684231,207.66473193903758
spec-0922-52426-0441,226.660070501764,-1.34084536665249,10.19,1.93,0.12,7.75,0.07146715,161.3822419486468
spec-0923-52404-0318,227.135903934448,-1.87438679462316,10.725,2.37,0.58,4.77,0.09940634,223.76990512671324
spec-0923-52404-0456,228.869676853768,-1.33673120192186,10.056,2.19,0.22,7.94,0.05372724,147.03884710213586
spec-0924-52409-0023,231.782430468633,-1.79296414495062,10.487,1.9,0.43,6.12,0.07737794,209.618595134043
spec-0924-52409-0318,229.717975180069,-1.98146392070913,10.45,1.91,0.57,3.0,0.05413687,220.12222608140345
spec-0925-52411-0174,233.289696832797,-1.86601610349648,10.861,3.06,0.39,4.26,0.02820974,264.04278386366923
spec-0925-52411-0397,232.58863728326,-1.46540077269943,10.947,3.55,0.34,5.69,0.08817326,320.14993144217436
spec-0925-52411-0623,234.075687431134,-1.28341655854403,10.42,1.55,0.59,4.31,0.07614029,181.34581999696638
spec-0926-52413-0508,235.576994618411,-1.28104039693089,10.378,1.33,0.61,2.54,0.0823449,183.32605259696098
spec-0932-52620-0027,128.105724939235,32.1986479740844,10.596,1.65,0.37,4.95,0.08634751,233.2898472502724
spec-0933-52642-0515,129.873080085152,34.1839423357506,10.678,1.7,0.7,4.26,0.06090705,224.21639620154286
spec-0933-52642-0618,130.826007011388,34.6824193117967,10.906,2.88,0.45,2.62,0.06507584,293.40010853065706
spec-0936-52705-0190,135.417385851507,37.3700804625927,10.596,1.76,0.39,3.09,0.09831139,207.76064752527228
spec-0937-52707-0075,138.937918174043,38.7256046041949,10.472,1.41,0.52,2.42,0.06884205,238.20426258202548
spec-0937-52707-0233,137.365395468511,38.7344213681045,10.276,1.59,0.46,3.79,0.05686329,173.02051288415117
spec-0938-52708-0118,140.331127981561,39.9878698801891,10.407,1.69,0.39,6.52,0.07524934,183.2064385673087
spec-0940-52670-0070,145.908917950961,41.6729937490984,10.46,1.42,0.62,3.69,0.07163668,207.3003638051805
spec-0941-52709-0071,147.524553747694,43.3597866229036,10.441,1.27,0.4,4.12,0.0741412,212.81570930724033
spec-0941-52709-0086,147.375166256518,42.1068969161792,10.243,0.73,0.47,7.97,0.07186035,208.63994676814013
spec-0941-52709-0252,146.409919474985,42.6610158688357,10.618,1.63,0.34,3.0,0.07266863,207.47423776545162
spec-0942-52703-0186,149.312301849506,44.1435881701171,10.426,2.22,0.08,7.89,0.07367745,186.0673011092523
spec-0942-52703-0408,149.660808975654,45.4264383268801,10.162,1.14,0.2,6.51,0.07096446,158.66579639124757
spec-0943-52376-0583,153.636932416775,45.6469659470992,10.412,1.19,0.55,7.86,0.08426625,212.11097468292496
spec-0944-52614-0379,154.274859652257,46.5311403627618,10.288,1.4,0.63,3.04,0.06359825,169.24685873573108
spec-0944-52614-0632,155.998946230824,45.8562959356607,10.561,2.09,0.42,7.89,0.09027759,235.91337924819422
spec-0945-52652-0105,152.271017748238,54.5417961313966,10.369,0.94,0.2,2.72,0.04587177,178.2893317745219
spec-0946-52407-0243,152.411006445353,55.0980596525702,10.478,1.62,0.57,3.11,0.09293045,187.44379227390922
spec-0949-52427-0225,162.133526564201,57.8115633036512,10.667,1.55,0.62,3.94,0.07448021,208.994096794645
spec-0950-52378-0632,168.935841763419,58.7739296352836,10.14,0.84,0.5,7.97,0.04984865,226.42792543535018
spec-0951-52398-0165,170.368429262714,58.3764008098784,10.241,0.76,0.44,4.63,0.0689491,165.57701281227608
spec-0955-52409-0191,183.550252573697,59.8432725330482,10.59,1.83,0.47,3.19,0.09603074,208.61597768875822
spec-0955-52409-0483,184.235824351826,60.1969919426526,10.416,1.49,0.29,4.4,0.05969585,187.26179482985322
spec-0957-52398-0581,196.033150021,60.1505225832589,10.559,2.56,0.37,7.32,0.05986017,197.32451477425
spec-0959-52411-0037,203.880503202654,58.8888605230404,10.277,1.1,0.64,3.23,0.06727897,184.8707877074704
spec-0959-52411-0598,203.92174169316,59.237874535615,10.331,0.76,0.48,3.98,0.07157046,239.60141023927966
spec-0960-52425-0418,204.051022285985,59.2075971203792,10.681,1.97,0.35,3.14,0.07186767,211.67214446500745
spec-0960-52425-0429,203.8812526426,59.1954418346796,10.563,2.06,0.51,4.07,0.0724289,199.79910225002558
spec-0960-52425-0449,204.392088487424,59.3191653159489,10.283,0.58,0.27,7.85,0.06890204,277.5112694588378
spec-0960-52425-0477,203.928471712184,59.0022645315704,10.229,1.09,0.37,6.54,0.07063886,182.19188884817316
spec-0961-52615-0378,156.594703753275,47.5452757737429,10.735,2.52,0.28,4.12,0.06113662,225.43189938742736
spec-0961-52615-0468,156.780918816302,46.9216224846907,10.139,0.79,0.47,7.94,0.06104389,190.95838849774674
spec-0964-52646-0069,168.041440813367,48.1210650119662,10.337,1.49,0.27,5.12,0.08688381,182.04938032975343
spec-0964-52646-0082,166.671144728746,47.8022756049381,10.402,1.86,0.48,3.13,0.06523858,194.31318268997842
spec-0966-52642-0031,174.453758640455,49.0789452667975,10.723,2.31,0.49,7.98,0.09963211,255.3870364493558
spec-0967-52636-0444,175.376746975696,50.3538989255027,10.228,1.03,0.19,6.8,0.07676701,172.2213839783593
spec-0969-52442-0108,181.700732590039,49.4956523267841,10.256,0.87,0.46,3.92,0.06464158,179.48862640592677
spec-0969-52442-0355,179.564419432341,50.1894685785629,10.486,1.99,0.29,6.0,0.0329697,217.25112635476273
spec-0969-52442-0601,182.520444641182,51.1099552574583,10.272,1.16,0.36,6.08,0.07718673,193.07822141863096
spec-0971-52644-0524,187.193050880638,51.2711928802225,10.561,1.88,0.34,4.57,0.08593325,223.68196540445038
spec-0972-52435-0001,255.805392273783,33.1303757474224,10.561,1.63,0.63,3.42,0.08831004,218.93465753301794
spec-0973-52426-0142,255.347180153411,32.7546506840643,10.609,2.46,0.25,7.98,0.07019651,210.4996331714591
spec-0973-52426-0240,254.927384868142,32.5789976241062,10.644,2.23,0.75,3.03,0.09757023,246.12988157851012
spec-0974-52427-0142,256.820567195289,34.2751274588111,10.511,1.1,0.67,3.51,0.08803692,262.94016054102804
spec-0974-52427-0173,256.709244245502,34.3879443002546,10.765,1.88,0.62,4.61,0.09782305,268.41907601172295
spec-0974-52427-0632,257.247150770609,34.4753529428104,10.475,1.53,0.43,3.06,0.0831102,232.34166173431856
spec-0975-52411-0437,256.596859393113,31.4798259729651,10.324,1.87,0.36,7.99,0.08201127,219.55200056371714
spec-0976-52413-0323,256.413318157317,32.9638257439938,10.264,1.03,0.58,4.75,0.03060806,213.51150634710797
spec-0977-52410-0059,259.131453398916,28.3822768028627,10.446,1.54,0.57,4.07,0.09973881,210.7402376843017
spec-0979-52427-0148,259.984370025585,26.9922413345588,10.501,1.25,0.62,4.0,0.09282354,225.2003613636822
spec-0982-52466-0089,312.428534239108,-0.681119307345389,10.469,2.69,0.33,7.96,0.09668926,246.7016580043981
spec-0982-52466-0095,312.579237761762,-0.0974202333040727,10.594,1.71,0.6,2.85,0.09773511,224.85380986259082
spec-0983-52443-0185,313.260319084503,-0.665230052743439,10.606,2.2,0.65,7.77,0.05529926,246.13856326399633
spec-0983-52443-0260,312.833024841108,-0.847323871275121,10.471,1.29,0.42,3.02,0.05456923,213.77308654473526
spec-0985-52431-0393,315.626593392772,0.331671729759365,10.396,1.62,0.61,4.46,0.05089623,179.1265114206668
spec-0985-52431-0589,317.715306888285,0.625872939632163,10.437,1.18,0.58,4.25,0.06873892,201.90868810829542
spec-0994-52725-0164,147.789627005698,5.52019039252851,10.394,1.72,0.58,3.42,0.0708842,183.9885509261924
spec-0994-52725-0194,147.697193416124,5.8888925139931,10.586,2.25,0.37,3.9,0.09061849,210.64438788157693
spec-0994-52725-0518,148.061135307447,6.0571233093197,10.63,2.37,0.1,5.22,0.0899623,210.84881337939606
spec-0994-52725-0544,148.344017821755,6.31617270881054,10.468,1.85,0.53,5.35,0.07993118,208.1049196343198
spec-0994-52725-0560,148.242683226462,6.17939385979668,10.496,1.62,0.55,3.47,0.09034916,193.8200420971394
spec-0995-52731-0025,151.600047024557,5.97214949764591,10.595,2.04,0.74,4.33,0.07642419,202.56716763021115
spec-0995-52731-0605,151.172587770195,7.20886817000637,10.234,1.16,0.48,3.67,0.02309209,176.96208014030492
spec-0997-52734-0503,154.460298533072,6.92921100074572,10.474,1.25,0.4,5.14,0.07455676,190.413640722958
spec-1000-52643-0165,160.340309684712,6.33252165362546,10.67,2.29,0.71,5.79,0.06924125,240.2420278465241
spec-1000-52643-0278,159.550292149184,6.77819431518325,10.908,3.04,0.27,6.12,0.06799616,266.7942997729427
spec-1000-52643-0549,160.689792340085,7.01606076869195,10.484,2.06,0.26,8.0,0.08081447,276.36096916142486
spec-1002-52646-0197,164.399605257238,6.65154985827386,10.472,1.04,0.56,4.16,0.0707977,231.5537947086459
spec-1002-52646-0541,165.477847902848,7.51468280931763,10.164,0.89,0.41,3.69,0.07103762,178.54316509109017
spec-1003-52641-0126,166.103420888185,6.20706730040275,10.569,2.14,0.36,4.52,0.05570472,211.56227826647918
spec-1004-52723-0064,168.277038591646,6.835774869856,10.441,1.72,0.69,3.18,0.08089886,183.41325041001227
spec-1004-52723-0288,166.55063895507,6.225990512759,10.556,1.61,0.62,4.89,0.09855954,257.7706981396018
spec-1004-52723-0373,166.90221269512,8.14395444938219,10.385,1.4,0.52,2.96,0.07323798,185.86428832657393
spec-1004-52723-0620,168.399980809412,8.35312259295773,10.391,1.19,0.49,2.72,0.04207728,210.8871430474964
spec-1006-52708-0582,152.034079077762,49.9951578483577,10.551,1.25,0.58,3.63,0.07575111,232.98263505490718
spec-1008-52707-0428,155.076897129686,51.9014212025889,10.69,1.81,0.66,4.01,0.06867867,280.92328974021575
spec-1008-52707-0470,155.426285878013,51.8759076574366,10.467,1.24,0.13,7.99,0.07426031,200.76235746639006
spec-1009-52644-0413,158.295977156348,53.1015239830605,10.238,0.96,0.22,4.55,0.06318985,161.99607195240463
spec-1011-52652-0495,165.128489094741,53.8894082060825,10.688,2.13,0.48,2.36,0.07250115,244.60803689307951
spec-1013-52707-0390,168.894159000716,54.561015984792,10.5,1.71,0.52,4.63,0.06836201,211.47710225874155
spec-1014-52707-0249,172.011882595199,53.521008802182,10.538,1.41,0.61,2.34,0.08875526,199.31952471252376
spec-1014-52707-0459,173.520140959947,55.3854015571588,10.707,2.16,0.72,4.47,0.05734253,225.00815684706728
spec-1014-52707-0515,174.013169047438,55.0577498244256,10.235,0.97,0.19,7.95,0.05833662,218.835262055853
spec-1015-52734-0329,172.299936261872,55.5906568159738,10.187,0.63,0.33,6.2,0.07245089,224.105941305
spec-1015-52734-0530,174.958788139749,55.7076421270136,10.349,1.73,0.58,3.83,0.06139125,173.25379199424614
spec-1016-52759-0444,176.863625245254,55.7511501261011,10.397,0.99,0.11,2.97,0.0516158,185.1856664854645
spec-1016-52759-0456,176.759400817932,55.6833791845349,10.225,2.53,0.15,7.89,0.04988663,161.84863751977704
spec-1016-52759-0542,177.822831236613,55.5528940754021,10.508,1.55,0.69,2.95,0.06525885,196.97291210792375
spec-1016-52759-0565,177.662415531717,55.976300084552,10.008,0.74,0.59,2.1,0.05520389,157.41407852997207
spec-1017-52706-0335,177.062446923099,55.7109560617645,10.042,1.02,0.4,3.73,0.05013891,147.99084078795747
spec-1018-52672-0088,181.608069606087,54.0497030921457,10.534,1.67,0.21,7.2,0.08153968,200.93708512008925
spec-1018-52672-0524,181.562168186258,56.0739995667584,10.821,2.11,0.7,4.1,0.08210792,280.3054875399802
spec-1019-52707-0545,185.463074343714,55.7311924885485,10.479,1.48,0.75,3.4,0.03237246,192.02008343763507
spec-1040-52722-0017,199.555571919466,53.2712624841482,10.058,1.17,0.24,4.92,0.02982556,161.86023766094888
spec-1041-52724-0626,203.925127336063,54.233878024601,10.492,1.36,0.68,3.79,0.04208304,230.18959857977902
spec-1044-52468-0518,211.953637834169,52.6638002446738,10.407,1.7,0.28,4.55,0.08171594,180.883338809881
spec-1045-52725-0206,213.994202274831,50.2977290938771,10.574,1.46,0.42,4.23,0.07522385,220.22969628745219
spec-1046-52460-0148,217.902465190499,49.88151172952,10.523,1.33,0.18,5.14,0.07150988,212.6225074368062
spec-1046-52460-0293,216.54329919445,49.4928504881839,10.439,1.34,0.38,3.6,0.0269756,189.45662936880333
spec-1047-52733-0274,218.855213531149,49.0627311481015,10.278,0.87,0.37,3.16,0.07516574,178.96302070946678
spec-1048-52736-0063,224.592122720115,47.6665693089406,10.71,2.18,0.7,3.25,0.08567154,213.68958188535166
spec-1048-52736-0567,223.53224739716,49.4291547752858,10.522,2.32,0.57,4.49,0.02606815,192.9127456433411
spec-1050-52721-0098,229.088163270156,45.2086131664933,10.321,1.18,0.54,2.84,0.06233681,174.33124675892577
spec-1051-52468-0339,229.650883104933,45.3488830556029,10.332,1.33,0.49,6.42,0.06768436,193.68010112496975
spec-1051-52468-0498,230.752530840427,44.7203280238652,10.335,1.36,0.31,4.82,0.07058769,179.65843977176564
spec-1052-52466-0005,235.560739046918,42.5439413993569,10.465,1.58,0.73,3.33,0.07579181,203.11942491182302
spec-1052-52466-0036,235.852406086219,43.2433998056726,10.77,2.02,0.6,3.94,0.09916426,230.3638009310721
spec-1052-52466-0259,233.983412321,42.2724867539811,10.371,1.24,0.68,4.42,0.05841161,181.7846871555376
spec-1054-52516-0264,238.365813472248,39.6673584547866,10.406,1.58,0.71,3.17,0.07666462,178.54125509331243
spec-1055-52761-0398,240.264412774094,38.7272071951775,10.583,3.21,0.33,7.91,0.09634735,200.0390561692775
spec-1056-52764-0112,244.27514034386,36.4185195305006,10.291,1.16,0.35,2.68,0.03359585,182.2707851129709
spec-1056-52764-0209,243.385838797767,35.585296206514,10.001,1.39,0.23,7.84,0.03305731,158.1455607894598
spec-1056-52764-0278,242.696931652202,36.858521111188,10.443,1.48,0.53,3.12,0.06713163,217.70822794368158
spec-1056-52764-0457,243.210532968702,37.9755046435926,10.046,0.89,0.3,4.08,0.0374359,154.3492302278304
spec-1056-52764-0467,242.814283389229,37.0191215795263,10.438,2.1,0.45,6.25,0.06405425,193.32151891769678
spec-1057-52522-0314,244.349776518552,34.9713544749729,10.496,1.42,0.24,3.49,0.03049477,211.8213529740831
spec-1061-52641-0323,120.021471671624,32.5278771193247,10.393,2.15,0.19,4.84,0.07407375,180.31435194293977
spec-1061-52641-0325,120.073224172404,32.4326893219007,10.782,2.38,0.19,5.49,0.07424693,238.7009914973888
spec-1158-52668-0351,206.303408266319,58.0342423089219,10.668,2.14,0.33,4.89,0.0689318,211.1409098146842
spec-1159-52669-0131,211.225956798485,56.4907015754494,10.875,2.67,0.28,3.12,0.07318638,256.66115698588527
spec-1159-52669-0136,211.195844101523,56.2860536646273,10.551,2.38,0.41,4.25,0.04117857,199.07092323291056
spec-1159-52669-0575,212.298496690084,58.0117248971101,10.565,2.13,0.37,2.85,0.06651855,207.49118412128527
spec-1161-52703-0345,214.692060609666,56.4897436497022,10.332,1.23,0.65,3.24,0.07207335,198.4744437430653
spec-1162-52668-0563,220.142216435772,55.844702945524,10.432,1.27,0.73,3.47,0.05497244,191.17349817372974
spec-1164-52674-0009,226.78147295095,52.1282657126251,10.405,2.13,0.31,8.0,0.08455078,216.57385061799837
spec-1164-52674-0432,224.734410587243,53.3457468481353,10.284,1.11,0.42,4.2,0.04543817,181.36485579949434
spec-1168-52731-0190,236.551847478927,46.5444735924338,10.321,1.39,0.36,6.43,0.06567004,174.43061900956866
spec-1170-52756-0345,241.275850751949,43.9405666934817,10.031,1.33,0.11,7.99,0.06292454,176.1084477043123
spec-1170-52756-0517,242.04026956902,43.9419626019625,10.435,1.27,0.45,3.81,0.08413272,210.20818373137635
spec-1172-52759-0040,247.497326261868,39.5284985798052,10.346,1.74,0.71,5.06,0.02890712,197.39508874576043
spec-1172-52759-0093,246.824290577784,39.1431268578539,10.407,1.53,0.43,4.69,0.02889115,221.86256643968875
spec-1172-52759-0105,247.18523741859,39.5155043643594,10.393,1.44,0.17,5.89,0.02735683,225.26721876701498
spec-1172-52759-0158,247.032211352438,39.5231574725309,10.343,1.12,0.21,3.35,0.0305024,194.44986932548386
spec-1172-52759-0285,245.965212066253,38.8700882648457,10.282,1.19,0.31,3.59,0.07688908,184.13113800308855
spec-1172-52759-0592,247.438030641566,39.8105544478818,10.571,2.29,0.18,5.83,0.03042693,200.2207456802938
spec-1174-52782-0048,251.274171615743,34.9112233207985,10.592,1.78,0.38,4.77,0.0585393,207.31715609450367
spec-1175-52791-0184,252.780275564311,32.840716937543,10.448,1.53,0.48,2.99,0.08342498,192.0284922488584
spec-1178-52825-0245,325.985135734141,-8.83193627354315,10.044,1.0,0.38,4.93,0.06370866,167.07208912716115
spec-1184-52641-0337,123.792884103071,4.23406142641353,10.59,2.11,0.58,4.62,0.08719774,199.76420377988006
spec-1185-52642-0335,125.724923014817,4.46004936926414,10.618,1.79,0.69,3.73,0.0949463,210.71842579197323
spec-1185-52642-0338,125.698314827672,4.47194060226925,10.592,2.16,0.46,3.89,0.09956,224.37467789288596
spec-1185-52642-0374,126.116007263875,4.54034814397898,10.519,1.72,0.39,4.05,0.08691798,209.17516916574624
spec-1185-52642-0438,125.740304591781,4.232358049991,10.69,1.77,0.57,3.38,0.09845246,228.75645581722273
spec-1189-52668-0067,134.09888224812,5.88887055695217,10.528,1.28,0.22,6.56,0.09493188,222.5573741920713
spec-1190-52670-0569,134.161766706903,5.89254244055325,10.537,1.24,0.43,4.34,0.0934092,224.90104153798666
spec-1192-52649-0118,136.638141375642,4.94683238491172,10.747,2.35,0.65,3.66,0.06886532,249.96581000444598
spec-1194-52703-0110,139.237087924826,6.66599518175547,10.632,1.9,0.6,4.48,0.09092858,224.18929552624786
spec-1194-52703-0211,138.513132960228,6.0719628182559,10.448,1.8,0.29,4.45,0.05617289,197.73704345828253
spec-1198-52669-0176,134.253277797298,39.0491774161363,10.596,1.88,0.31,5.84,0.09444051,219.44180848776494
spec-1198-52669-0340,133.321457027266,40.0774362471255,10.467,1.24,0.1,4.64,0.0884686,200.8843292321317
spec-1199-52703-0360,133.521568249467,40.2256788005339,10.511,1.76,0.38,4.38,0.08622084,201.80790856963193
spec-1199-52703-0553,135.874789976148,40.1944457994226,10.581,2.71,0.42,6.97,0.09504505,226.96019203071702
spec-1200-52668-0616,138.470229765545,41.8210072443189,10.587,1.37,0.64,5.19,0.07136793,229.48916974714
spec-1201-52674-0544,140.218467144424,42.7088148050772,10.451,1.88,0.27,5.19,0.02464091,189.32793843272617
spec-1203-52669-0619,117.52666673805,22.7522116471175,10.211,2.54,0.29,7.96,0.07521707,194.62064046382778
spec-1206-52670-0126,123.057551410173,26.3682190203145,10.407,1.17,0.23,4.06,0.07363115,212.5690614622719
spec-1207-52672-0568,127.010004866543,30.1917535851738,10.458,1.76,0.58,4.44,0.04852933,188.34192841878382
spec-1207-52672-0615,127.161090339291,30.3235297246376,10.012,0.71,0.54,3.13,0.04791892,156.3405507173419
spec-1208-52672-0284,126.983697234755,30.3321775445755,10.54,2.26,0.5,4.43,0.04713003,203.49040014899472
spec-1208-52672-0545,128.855406494294,31.1199648747638,10.165,1.06,0.31,7.95,0.073428,193.50572918829
spec-1210-52701-0371,132.189798629013,34.4364151464963,10.584,1.62,0.46,3.86,0.05927087,227.68105961056906
spec-1210-52701-0499,132.722575057884,34.1180461099007,10.363,1.19,0.72,2.31,0.0861963,194.8865116776383
spec-1211-52964-0510,135.046320377487,35.2219592592482,10.159,0.6,0.38,4.95,0.07283524,195.20724998978332
spec-1214-52731-0312,140.797548609013,38.0289545024759,10.283,1.12,0.44,4.86,0.06122884,181.095395614571
spec-1215-52725-0053,145.882992070658,39.3971088197882,10.861,2.99,0.13,8.0,0.0407344,233.5205586571598
spec-1216-52709-0014,148.147897435693,40.0162136346577,10.595,1.77,0.5,4.57,0.09644862,203.18613470187466
spec-1216-52709-0577,148.062501707489,41.7940727130482,10.398,1.46,0.23,5.07,0.07139038,193.80457988091283
spec-1217-52672-0563,151.033164382388,43.0878938335015,10.534,1.99,0.71,2.96,0.07241712,213.8811605955358
spec-1220-52723-0157,165.308698630359,9.26501210749547,10.564,1.44,0.17,5.25,0.03628638,221.8751380205462
spec-1220-52723-0210,165.144885099968,8.5296932846728,10.333,1.56,0.59,3.22,0.06145249,175.94085538362424
spec-1220-52723-0354,164.503948325109,9.77098860626501,10.276,1.65,0.64,6.41,0.07414086,165.92286316746205
spec-1220-52723-0426,164.90828877029,9.94953337979631,10.578,1.58,0.55,3.9,0.0620024,200.95884979706392
