Amostra,Mcor,M_Salim,Erro_Salim
spec-0315-51663-0557.fits.cxt_1comp.out,10.716553512903968,10.42,-0.2965535129039676
spec-0315-51663-0581.fits.cxt_1comp.out,10.718620030493666,10.429,-0.2896200304936656
spec-0328-52282-0505.fits.cxt_1comp.out,10.78082020919607,10.209,-0.5718202091960709
spec-0328-52282-0507.fits.cxt_1comp.out,10.337116011494862,10.443,0.1058839885051377
spec-0329-52056-0140.fits.cxt_1comp.out,10.576672648230552,10.406,-0.17067264823055162
spec-0330-52370-0600.fits.cxt_1comp.out,10.738563535007964,10.324,-0.4145635350079644
spec-0332-52367-0535.fits.cxt_1comp.out,10.667903819136743,10.606,-0.061903819136743365
spec-0333-52313-0428.fits.cxt_1comp.out,10.75023750492161,10.364,-0.3862375049216098
spec-0334-51993-0057.fits.cxt_1comp.out,10.834243872752426,10.583,-0.25124387275242555
spec-0334-51993-0240.fits.cxt_1comp.out,11.264600163965598,10.247,-1.0176001639655983
spec-0336-51999-0580.fits.cxt_1comp.out,10.102033225193647,10.567,0.46496677480635284
spec-0337-51997-0365.fits.cxt_1comp.out,10.859893297713938,10.716,-0.1438932977139391
spec-0337-51997-0366.fits.cxt_1comp.out,10.63960108898124,10.489,-0.15060108898123836
spec-0337-51997-0415.fits.cxt_1comp.out,10.837987916346943,10.449,-0.3889879163469434
spec-0337-51997-0417.fits.cxt_1comp.out,10.665986316751209,10.474,-0.19198631675120836
spec-0337-51997-0450.fits.cxt_1comp.out,11.27801689740785,10.545,-0.7330168974078504
spec-0338-51694-0459.fits.cxt_1comp.out,10.308557733350897,10.752,0.4434422666491038
spec-0338-51694-0464.fits.cxt_1comp.out,10.696681115773806,10.436,-0.2606811157738065
spec-0338-51694-0468.fits.cxt_1comp.out,10.925749639401642,10.448,-0.47774963940164206
spec-0338-51694-0495.fits.cxt_1comp.out,10.806779307756374,10.827,0.020220692243626104
spec-0339-51692-0192.fits.cxt_1comp.out,11.0261770158106,10.585,-0.44117701581059876
spec-0339-51692-0276.fits.cxt_1comp.out,10.5350331752982,10.576,0.04096682470180113
spec-0339-51692-0422.fits.cxt_1comp.out,10.64625346226195,10.432,-0.21425346226194897
spec-0339-51692-0594.fits.cxt_1comp.out,10.974077555785165,10.524,-0.45007755578516573
spec-0339-51692-0603.fits.cxt_1comp.out,10.71750720259482,10.581,-0.13650720259482085
spec-0339-51692-0609.fits.cxt_1comp.out,10.708603304642692,10.515,-0.19360330464269104
spec-0340-51990-0389.fits.cxt_1comp.out,10.760655332539828,10.454,-0.3066553325398278
spec-0340-51990-0390.fits.cxt_1comp.out,10.67486043275363,10.53,-0.1448604327536298
spec-0341-51690-0133.fits.cxt_1comp.out,10.98314785502097,10.378,-0.6051478550209701
spec-0341-51690-0542.fits.cxt_1comp.out,10.771241134537838,10.828,0.05675886546216091
spec-0350-51691-0090.fits.cxt_1comp.out,10.664710199261489,10.464,-0.20071019926148814
spec-0350-51691-0092.fits.cxt_1comp.out,10.583279924773132,10.382,-0.20127992477313228
spec-0350-51691-0251.fits.cxt_1comp.out,10.767635283904037,10.508,-0.25963528390403745
spec-0351-51695-0578.fits.cxt_1comp.out,10.893916195412004,10.452,-0.4419161954120039
spec-0355-51788-0290.fits.cxt_1comp.out,10.738552750274492,10.773,0.034447249725507945
spec-0359-51821-0368.fits.cxt_1comp.out,10.977190831890976,10.609,-0.3681908318909759
spec-0362-51999-0296.fits.cxt_1comp.out,10.661891258393604,10.481,-0.1808912583936042
spec-0363-51989-0174.fits.cxt_1comp.out,10.485224713410808,10.592,0.10677528658919222
spec-0363-51989-0279.fits.cxt_1comp.out,10.71110084954591,10.523,-0.18810084954590955
spec-0363-51989-0494.fits.cxt_1comp.out,11.124520921770817,10.566,-0.5585209217708158
spec-0367-51997-0234.fits.cxt_1comp.out,10.971463364614948,10.693,-0.27846336461494836
spec-0371-52078-0283.fits.cxt_1comp.out,11.159293731475104,11.07,-0.08929373147510411
spec-0371-52078-0335.fits.cxt_1comp.out,10.793614373521187,10.808,0.014385626478812696
spec-0374-51791-0118.fits.cxt_1comp.out,10.604966533060724,10.533,-0.0719665330607242
spec-0374-51791-0182.fits.cxt_1comp.out,10.876686172700836,10.694,-0.18268617270083531
spec-0374-51791-0405.fits.cxt_1comp.out,10.916274031295291,10.565,-0.3512740312952918
spec-0376-52143-0078.fits.cxt_1comp.out,10.922769985716116,10.558,-0.36476998571611574
spec-0376-52143-0471.fits.cxt_1comp.out,11.067197256212292,10.855,-0.21219725621229202
spec-0378-52146-0611.fits.cxt_1comp.out,10.691222548010728,10.355,-0.3362225480107277
spec-0379-51789-0562.fits.cxt_1comp.out,10.298259426432494,10.367,0.0687405735675064
spec-0380-51792-0509.fits.cxt_1comp.out,10.989855331921,10.464,-0.5258553319209991
spec-0382-51816-0366.fits.cxt_1comp.out,10.320611258542144,10.531,0.2103887414578569
spec-0383-51818-0381.fits.cxt_1comp.out,10.38192775819824,10.077,-0.3049277581982395
spec-0384-51821-0577.fits.cxt_1comp.out,10.848575477497777,10.431,-0.41757547749777757
spec-0385-51783-0354.fits.cxt_1comp.out,10.9669625041535,11.091,0.12403749584649937
spec-0387-51791-0465.fits.cxt_1comp.out,10.753574722623492,10.682,-0.07157472262349174
spec-0387-51791-0552.fits.cxt_1comp.out,10.677551894113414,10.393,-0.2845518941134131
spec-0389-51795-0062.fits.cxt_1comp.out,11.010840339019646,10.403,-0.6078403390196456
spec-0390-51900-0586.fits.cxt_1comp.out,10.162329357523287,10.296,0.13367064247671223
spec-0392-51793-0086.fits.cxt_1comp.out,10.640117008863935,10.182,-0.458117008863935
spec-0394-51913-0040.fits.cxt_1comp.out,10.70148570162298,10.413,-0.2884857016229798
spec-0395-51783-0177.fits.cxt_1comp.out,11.163164008390623,10.725,-0.43816400839062375
spec-0398-51789-0076.fits.cxt_1comp.out,10.181926024982502,10.224,0.0420739750174981
spec-0398-51789-0448.fits.cxt_1comp.out,10.713042455457645,10.418,-0.2950424554576454
spec-0399-51817-0171.fits.cxt_1comp.out,10.733201707164929,10.611,-0.12220170716492795
spec-0399-51817-0427.fits.cxt_1comp.out,10.871169782403191,10.713,-0.15816978240319202
spec-0402-51793-0221.fits.cxt_1comp.out,10.992980678958771,10.791,-0.2019806789587708
spec-0403-51871-0054.fits.cxt_1comp.out,10.901675039468303,10.424,-0.4776750394683038
spec-0403-51871-0403.fits.cxt_1comp.out,10.250284233705656,10.103,-0.14728423370565658
spec-0404-51812-0067.fits.cxt_1comp.out,10.745577113144687,10.545,-0.2005771131446874
spec-0404-51812-0287.fits.cxt_1comp.out,10.77081352252122,10.353,-0.41781352252121984
spec-0404-51812-0312.fits.cxt_1comp.out,10.22670063196634,10.1,-0.12670063196634018
spec-0407-51820-0132.fits.cxt_1comp.out,11.27154865576308,10.504,-0.7675486557630808
spec-0407-51820-0343.fits.cxt_1comp.out,10.008585641135705,10.5,0.4914143588642954
spec-0407-51820-0609.fits.cxt_1comp.out,11.388286715916443,10.238,-1.1502867159164438
spec-0409-51871-0427.fits.cxt_1comp.out,10.33003064302615,10.554,0.2239693569738499
spec-0411-51817-0041.fits.cxt_1comp.out,10.75087548343928,10.501,-0.2498754834392809
spec-0412-52258-0514.fits.cxt_1comp.out,10.3641418206166,10.543,0.17885817938339876
spec-0415-51810-0134.fits.cxt_1comp.out,10.475360497751163,10.023,-0.4523604977511635
spec-0418-51817-0199.fits.cxt_1comp.out,10.47477913620192,10.486,0.01122086379807996
spec-0418-51817-0630.fits.cxt_1comp.out,10.0995351441267,10.464,0.364464855873301
spec-0419-51879-0439.fits.cxt_1comp.out,10.693052095152252,10.456,-0.23705209515225256
spec-0422-51811-0139.fits.cxt_1comp.out,10.912504120203828,10.471,-0.44150412020382745
spec-0422-51811-0166.fits.cxt_1comp.out,11.042021709042595,10.74,-0.3020217090425952
spec-0426-51882-0200.fits.cxt_1comp.out,10.664096127804097,10.808,0.14390387219590295
spec-0428-51883-0211.fits.cxt_1comp.out,10.6847414511285,10.691,0.006258548871500125
spec-0430-51877-0325.fits.cxt_1comp.out,10.554213592442034,10.188,-0.36621359244203333
spec-0432-51884-0170.fits.cxt_1comp.out,10.48677947704212,10.447,-0.0397794770421207
spec-0432-51884-0470.fits.cxt_1comp.out,10.65038461628792,10.368,-0.2823846162879189
spec-0435-51882-0509.fits.cxt_1comp.out,10.834880257514028,10.545,-0.289880257514028
spec-0435-51882-0538.fits.cxt_1comp.out,10.7795710974983,10.691,-0.08857109749829917
spec-0437-51876-0144.fits.cxt_1comp.out,10.758386722797288,10.466,-0.29238672279728917
spec-0439-51877-0040.fits.cxt_1comp.out,10.687548753279753,10.349,-0.33854875327975265
spec-0439-51877-0165.fits.cxt_1comp.out,10.440508407036354,10.293,-0.14750840703635504
spec-0441-51868-0111.fits.cxt_1comp.out,10.833721794259583,10.567,-0.266721794259583
spec-0442-51882-0108.fits.cxt_1comp.out,10.199144593247077,10.254,0.054855406752922775
spec-0442-51882-0146.fits.cxt_1comp.out,10.575943056659924,10.276,-0.2999430566599237
spec-0443-51873-0598.fits.cxt_1comp.out,10.809933829577233,10.284,-0.525933829577232
spec-0443-51873-0633.fits.cxt_1comp.out,10.409346269663915,10.307,-0.10234626966391502
spec-0444-51883-0147.fits.cxt_1comp.out,10.751868922330273,10.217,-0.5348689223302721
spec-0444-51883-0626.fits.cxt_1comp.out,10.802547967532776,10.704,-0.09854796753277562
spec-0445-51873-0567.fits.cxt_1comp.out,10.284106998707763,10.697,0.41289300129223605
spec-0445-51873-0581.fits.cxt_1comp.out,10.862545634673449,10.794,-0.06854563467344832
spec-0445-51873-0622.fits.cxt_1comp.out,10.81762589089381,10.573,-0.24462589089380948
spec-0446-51899-0071.fits.cxt_1comp.out,10.998976276813115,10.261,-0.7379762768131162
spec-0447-51877-0460.fits.cxt_1comp.out,10.27030527813516,10.439,0.16869472186484025
spec-0448-51900-0180.fits.cxt_1comp.out,11.236620929194444,10.503,-0.7336209291944442
spec-0448-51900-0411.fits.cxt_1comp.out,9.812509577070506,10.183,0.3704904229294943
spec-0448-51900-0518.fits.cxt_1comp.out,10.879309934466969,10.476,-0.40330993446696795
spec-0449-51900-0193.fits.cxt_1comp.out,10.806873720041528,10.665,-0.14187372004152898
spec-0450-51908-0367.fits.cxt_1comp.out,10.73177685518927,10.466,-0.2657768551892712
spec-0452-51911-0333.fits.cxt_1comp.out,10.658132519682486,10.405,-0.2531325196824863
spec-0453-51915-0343.fits.cxt_1comp.out,10.82379220219888,10.661,-0.16279220219888124
spec-0457-51901-0570.fits.cxt_1comp.out,10.981118694796852,10.521,-0.46011869479685075
spec-0459-51924-0211.fits.cxt_1comp.out,10.748816836953376,10.815,0.06618316304662386
spec-0467-51901-0071.fits.cxt_1comp.out,10.67664233458386,10.167,-0.5096423345838605
spec-0467-51901-0272.fits.cxt_1comp.out,10.834771712537098,10.627,-0.20777171253709703
spec-0467-51901-0458.fits.cxt_1comp.out,11.195256067273544,10.63,-0.5652560672735429
spec-0468-51912-0262.fits.cxt_1comp.out,10.419571365383208,10.445,0.025428634616792678
spec-0471-51924-0095.fits.cxt_1comp.out,11.267682242308258,10.843,-0.4246822423082577
spec-0472-51955-0078.fits.cxt_1comp.out,10.45572146453396,10.667,0.21127853546603959
spec-0472-51955-0082.fits.cxt_1comp.out,11.15490045222122,10.68,-0.47490045222122035
spec-0475-51965-0039.fits.cxt_1comp.out,10.30995908041746,10.53,0.22004091958253902
spec-0475-51965-0084.fits.cxt_1comp.out,11.02525057743212,10.52,-0.5052505774321201
spec-0476-52314-0257.fits.cxt_1comp.out,10.761528168333667,10.634,-0.12752816833366687
spec-0477-52026-0194.fits.cxt_1comp.out,10.145824096561691,10.088,-0.05782409656169207
spec-0480-51989-0344.fits.cxt_1comp.out,10.46420260157862,10.265,-0.19920260157861946
spec-0481-51908-0040.fits.cxt_1comp.out,10.839248280023533,10.04,-0.7992482800235337
spec-0481-51908-0149.fits.cxt_1comp.out,9.930153918601174,10.193,0.26284608139882515
spec-0481-51908-0296.fits.cxt_1comp.out,10.771992533231687,10.539,-0.23299253323168756
spec-0483-51924-0548.fits.cxt_1comp.out,11.011315248127511,10.529,-0.48231524812751125
spec-0485-51909-0432.fits.cxt_1comp.out,11.212031890980102,10.738,-0.47403189098010223
spec-0486-51910-0250.fits.cxt_1comp.out,10.442480311706731,10.603,0.16051968829326846
spec-0487-51943-0182.fits.cxt_1comp.out,11.065785823927795,10.689,-0.37678582392779525
spec-0490-51929-0028.fits.cxt_1comp.out,10.457389600113611,10.392,-0.06538960011361183
spec-0491-51942-0468.fits.cxt_1comp.out,10.728201507242265,10.113,-0.615201507242265
spec-0493-51957-0533.fits.cxt_1comp.out,10.773564542202084,10.486,-0.28756454220208383
spec-0496-51988-0187.fits.cxt_1comp.out,10.469147020606648,10.593,0.1238529793933516
spec-0496-51988-0459.fits.cxt_1comp.out,10.491896373818488,10.187,-0.30489637381848844
spec-0503-51999-0452.fits.cxt_1comp.out,11.179477755404085,10.773,-0.4064777554040848
spec-0503-51999-0550.fits.cxt_1comp.out,10.217473869089966,10.195,-0.02247386908996596
spec-0504-52316-0536.fits.cxt_1comp.out,10.548982184474012,10.263,-0.2859821844740118
spec-0505-52317-0501.fits.cxt_1comp.out,10.785221768774008,10.524,-0.2612217687740088
spec-0506-52022-0400.fits.cxt_1comp.out,10.656903405189643,10.529,-0.1279034051896435
spec-0508-52366-0417.fits.cxt_1comp.out,10.84388323298527,10.385,-0.45888323298527034
spec-0509-52374-0164.fits.cxt_1comp.out,10.361396699560649,10.246,-0.11539669956064813
spec-0509-52374-0427.fits.cxt_1comp.out,10.635487552601806,10.128,-0.5074875526018054
spec-0509-52374-0493.fits.cxt_1comp.out,10.456591976098409,10.39,-0.06659197609840817
spec-0510-52381-0175.fits.cxt_1comp.out,10.565509258372694,10.254,-0.31150925837269483
spec-0510-52381-0199.fits.cxt_1comp.out,10.721487615255793,10.648,-0.07348761525579306
spec-0510-52381-0408.fits.cxt_1comp.out,11.349256743800002,10.375,-0.9742567438000016
spec-0510-52381-0475.fits.cxt_1comp.out,9.990185036106723,10.455,0.4648149638932768
spec-0511-52636-0133.fits.cxt_1comp.out,10.89858449911719,10.576,-0.32258449911718934
spec-0511-52636-0481.fits.cxt_1comp.out,11.106570423487284,10.778,-0.3285704234872835
spec-0514-51994-0168.fits.cxt_1comp.out,10.368604604477826,10.472,0.10339539552217403
spec-0515-52051-0420.fits.cxt_1comp.out,10.854587331824318,10.622,-0.2325873318243179
spec-0518-52282-0406.fits.cxt_1comp.out,10.807602678029223,10.44,-0.36760267802922364
spec-0518-52282-0449.fits.cxt_1comp.out,10.69500088200755,10.537,-0.15800088200754914
spec-0518-52282-0450.fits.cxt_1comp.out,10.672423154535824,10.579,-0.09342315453582373
spec-0518-52282-0452.fits.cxt_1comp.out,10.586365392772391,10.388,-0.1983653927723914
spec-0518-52282-0566.fits.cxt_1comp.out,10.793729524006126,10.406,-0.3877295240061258
spec-0518-52282-0568.fits.cxt_1comp.out,10.723213298071787,10.639,-0.08421329807178779
spec-0518-52282-0577.fits.cxt_1comp.out,10.673733647277809,10.385,-0.2887336472778088
spec-0519-52283-0193.fits.cxt_1comp.out,10.544640316835686,10.463,-0.08164031683568673
spec-0521-52326-0025.fits.cxt_1comp.out,10.99639994014659,10.384,-0.6123999401465898
spec-0521-52326-0207.fits.cxt_1comp.out,10.314691939038129,10.22,-0.09469193903812823
spec-0521-52326-0264.fits.cxt_1comp.out,10.978792797599043,10.68,-0.2987927975990434
spec-0521-52326-0303.fits.cxt_1comp.out,10.542290183794206,10.558,0.015709816205793814
spec-0521-52326-0440.fits.cxt_1comp.out,10.752650272261883,10.343,-0.40965027226188333
spec-0522-52024-0221.fits.cxt_1comp.out,10.713597494841563,10.373,-0.340597494841564
spec-0522-52024-0375.fits.cxt_1comp.out,10.381086711793529,10.178,-0.203086711793528
spec-0523-52026-0538.fits.cxt_1comp.out,11.141707475389088,10.711,-0.43070747538908805
spec-0524-52027-0163.fits.cxt_1comp.out,10.738005476156914,10.736,-0.0020054761569134882
spec-0524-52027-0361.fits.cxt_1comp.out,10.39590767026972,10.042,-0.35390767026972014
spec-0528-52022-0306.fits.cxt_1comp.out,10.769642725123038,10.724,-0.04564272512303802
spec-0529-52025-0118.fits.cxt_1comp.out,10.588535841025225,10.505,-0.08353584102522404
spec-0529-52025-0218.fits.cxt_1comp.out,10.552074192581122,10.313,-0.23907419258112128
spec-0529-52025-0228.fits.cxt_1comp.out,10.675901459021052,10.402,-0.2739014590210527
spec-0530-52026-0510.fits.cxt_1comp.out,10.62543179249386,10.227,-0.3984317924938594
spec-0531-52028-0122.fits.cxt_1comp.out,10.793588548682113,10.492,-0.30158854868211193
spec-0531-52028-0451.fits.cxt_1comp.out,10.7603738554294,10.337,-0.4233738554294
spec-0533-51994-0109.fits.cxt_1comp.out,11.186366934615794,10.456,-0.7303669346157946
spec-0533-51994-0338.fits.cxt_1comp.out,10.584675004485636,10.994,0.4093249955143641
spec-0534-51997-0555.fits.cxt_1comp.out,10.563497348525363,10.464,-0.09949734852536274
spec-0534-51997-0634.fits.cxt_1comp.out,10.7451894301737,10.322,-0.42318943017370003
spec-0537-52027-0270.fits.cxt_1comp.out,10.643037590872355,10.381,-0.2620375908723549
spec-0537-52027-0313.fits.cxt_1comp.out,10.9152180121948,10.336,-0.579218012194799
spec-0537-52027-0609.fits.cxt_1comp.out,11.042371504496469,10.739,-0.303371504496468
spec-0539-52017-0490.fits.cxt_1comp.out,9.86246130462955,10.146,0.28353869537045107
spec-0540-51996-0195.fits.cxt_1comp.out,11.46070013891433,10.561,-0.89970013891433
spec-0540-51996-0530.fits.cxt_1comp.out,9.810226772781329,10.39,0.5797732272186717
spec-0544-52201-0141.fits.cxt_1comp.out,10.903731458710206,10.638,-0.2657314587102064
spec-0545-52202-0253.fits.cxt_1comp.out,10.570013733852546,10.356,-0.2140137338525463
spec-0546-52205-0433.fits.cxt_1comp.out,10.823115181098352,10.647,-0.17611518109835167
spec-0552-51992-0461.fits.cxt_1comp.out,10.481601891944983,10.178,-0.3036018919449823
spec-0553-51999-0403.fits.cxt_1comp.out,11.055750481462937,10.726,-0.32975048146293595
spec-0553-51999-0460.fits.cxt_1comp.out,10.92332989297187,10.801,-0.12232989297186947
spec-0553-51999-0545.fits.cxt_1comp.out,10.931314989284596,10.709,-0.22231498928459636
spec-0554-52000-0275.fits.cxt_1comp.out,11.502723398383454,10.592,-0.9107233983834533
spec-0554-52000-0395.fits.cxt_1comp.out,10.37343656963754,10.496,0.12256343036245987
spec-0555-52266-0064.fits.cxt_1comp.out,10.481623591176,10.361,-0.12062359117599897
spec-0555-52266-0156.fits.cxt_1comp.out,10.414622198174843,10.131,-0.283622198174843
spec-0556-51991-0058.fits.cxt_1comp.out,10.48681996662155,10.251,-0.23581996662155014
spec-0558-52317-0440.fits.cxt_1comp.out,10.710653023524122,10.753,0.04234697647587815
spec-0559-52316-0298.fits.cxt_1comp.out,10.988471376785355,10.519,-0.46947137678535533
spec-0560-52296-0180.fits.cxt_1comp.out,10.747554527389536,10.771,0.023445472610465146
spec-0564-52224-0036.fits.cxt_1comp.out,11.027672251458156,10.721,-0.30667225145815635
spec-0565-52225-0408.fits.cxt_1comp.out,10.514377392996758,10.337,-0.1773773929967586
spec-0566-52238-0546.fits.cxt_1comp.out,10.869878127343206,10.601,-0.26887812734320526
spec-0567-52252-0109.fits.cxt_1comp.out,11.158154518821767,10.622,-0.5361545188217676
spec-0568-52254-0250.fits.cxt_1comp.out,10.370607512272798,10.415,0.04439248772720106
spec-0569-52264-0551.fits.cxt_1comp.out,11.369540481903265,10.535,-0.8345404819032645
spec-0571-52286-0323.fits.cxt_1comp.out,10.746409089413351,10.839,0.09259091058664914
spec-0571-52286-0588.fits.cxt_1comp.out,11.175156808207774,10.895,-0.28015680820777433
spec-0576-52325-0290.fits.cxt_1comp.out,10.959325416603225,11.151,0.19167458339677523
spec-0576-52325-0291.fits.cxt_1comp.out,10.876531807158552,10.507,-0.36953180715855183
spec-0577-52367-0260.fits.cxt_1comp.out,10.566761757030868,10.88,0.31323824296913294
spec-0577-52367-0536.fits.cxt_1comp.out,10.630565653344654,10.392,-0.2385656533446543
spec-0577-52367-0547.fits.cxt_1comp.out,10.67992664943174,10.167,-0.5129266494317406
spec-0577-52367-0589.fits.cxt_1comp.out,10.503364769633832,10.582,0.07863523036616904
spec-0577-52367-0629.fits.cxt_1comp.out,10.607162014491273,10.365,-0.24216201449127261
spec-0578-52339-0322.fits.cxt_1comp.out,10.72812388003013,10.507,-0.22112388003013095
spec-0578-52339-0369.fits.cxt_1comp.out,10.582760261465154,10.354,-0.2287602614651547
spec-0578-52339-0622.fits.cxt_1comp.out,10.730876292720346,10.366,-0.3648762927203464
spec-0580-52368-0387.fits.cxt_1comp.out,11.069486992239206,10.542,-0.527486992239206
spec-0581-52356-0293.fits.cxt_1comp.out,10.091984775899954,10.445,0.35301522410004615
spec-0581-52356-0483.fits.cxt_1comp.out,10.785557382132923,10.247,-0.5385573821329235
spec-0581-52356-0549.fits.cxt_1comp.out,10.716221343342044,10.423,-0.29322134334204364
spec-0582-52045-0137.fits.cxt_1comp.out,10.61917182512888,10.398,-0.22117182512888078
spec-0582-52045-0527.fits.cxt_1comp.out,10.961149505793994,10.469,-0.49214950579399463
spec-0582-52045-0535.fits.cxt_1comp.out,10.850698109173264,10.742,-0.10869810917326284
spec-0582-52045-0610.fits.cxt_1comp.out,10.762646431882104,10.72,-0.04264643188210293
spec-0584-52049-0460.fits.cxt_1comp.out,10.76184004404371,10.444,-0.31784004404370947
spec-0585-52027-0539.fits.cxt_1comp.out,10.825168173441316,10.432,-0.3931681734413157
spec-0586-52023-0021.fits.cxt_1comp.out,11.424987990792774,10.581,-0.8439879907927743
spec-0586-52023-0069.fits.cxt_1comp.out,10.478561650860549,10.645,0.166438349139451
spec-0586-52023-0073.fits.cxt_1comp.out,10.394615012945518,10.26,-0.1346150129455186
spec-0587-52026-0238.fits.cxt_1comp.out,9.99576875128814,10.153,0.15723124871186123
spec-0587-52026-0276.fits.cxt_1comp.out,11.148814863862343,10.317,-0.831814863862343
