aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e,Kq,Kn,Mdyn,lim_sup
spec-0528-52022-0306,202.874960650298,2.30406443206782,10.505,1.17,0.4,5.42,0.07915866,203.4745721866209,0.9096926026564097,5.0739512399999995,10.715887757466287,0.0
spec-0530-52026-0510,207.897033436393,2.53704402562348,10.492,1.84,0.49,7.94,0.09268919,196.7940296938008,0.8641911456966372,3.7912107599999993,10.734670056171709,0.0
spec-0531-52028-0122,209.965582144798,1.2919971265216,10.337,1.45,0.27,6.95,0.08086684,177.06366048424337,1.013935990115002,4.258640249999999,10.659349027110016,0.0
spec-0533-51994-0338,212.922610281092,3.10265649836059,10.464,1.37,0.23,4.97,0.0811047,202.9608891613232,1.059452598972988,5.335221689999999,10.87021993662142,0.0
spec-0534-51997-0634,216.891563301883,2.17316642121605,10.381,1.41,0.44,4.21,0.08612736,189.43344438225932,0.8874053975750458,5.798640809999999,10.782021353243868,0.0
spec-0546-52205-0433,122.326552915838,42.2697049172993,10.178,1.09,0.38,7.69,0.06270089,185.09495950081268,0.9222860468299282,3.9047900099999993,10.495119659315979,0.0
spec-0554-52000-0395,139.824246102376,54.8614134420663,10.361,1.29,0.57,3.6,0.04408099,187.1720528548612,0.8355072068666826,6.190735999999999,10.735204857150235,0.0
spec-0560-52296-0180,158.737566129835,59.6390366937028,10.721,1.91,0.6,5.71,0.09786818,253.1525842310846,0.8268941874213698,4.910748809999999,11.062836411734894,0.0
spec-0565-52225-0408,133.70727853625,3.86904301475397,10.601,2.29,0.47,5.96,0.09782903,214.56882719839115,0.8729178863405056,4.77331056,11.009202475920047,0.0
spec-0577-52367-0536,159.664087201739,5.30680127635687,10.167,0.92,0.47,3.28,0.06722529,176.65593250581733,0.8729178863405056,6.4035974399999995,10.571882350378564,0.0
spec-0578-52339-0369,160.045504647727,5.1631526259415,10.366,1.36,0.59,3.73,0.07149565,183.1842380194083,0.8296525174182051,6.10567089,10.730385394516016,0.0
spec-0581-52356-0483,166.971080009586,5.28355154939106,10.423,1.83,0.29,5.97,0.07603709,185.81979911141,0.993954349345031,4.7678756899999994,10.842767079488187,0.0
spec-0582-52045-0137,211.417493633267,3.78636682554943,10.469,1.74,0.43,7.79,0.09245205,239.56053623773877,0.8926404490652192,3.858996809999999,10.902971438580652,0.0
spec-0582-52045-0610,212.62282173152,5.36212707859506,10.444,2.07,0.55,6.61,0.09018413,190.12554066379303,0.8418447448145492,4.4300696099999985,10.812134480242426,0.0
spec-0584-52049-0460,215.573971981645,5.19963444402152,10.432,1.38,0.41,7.94,0.08736949,213.38594385015665,0.9037741381612935,3.7912107599999993,10.699489195849134,0.0
spec-0587-52026-0238,220.466163025232,3.75724409726517,10.317,0.82,0.14,3.37,0.06396018,172.71133708996717,1.1965054072410661,6.343231289999999,10.635121413013715,-0.03668251701498211
spec-0591-52022-0176,229.270193291184,3.51066445922594,10.435,0.95,0.34,6.67,0.08069835,212.62132106669907,0.9508320982325946,4.39941249,10.620876402450046,0.0
spec-0591-52022-0406,228.875935787195,4.16915565555471,10.512,1.85,0.39,5.8,0.09549049,195.9401658205633,0.9158595133204178,4.860923999999999,10.866407017897728,0.0
spec-0593-52026-0266,232.797177171399,2.56883529265864,10.572,1.72,0.69,4.87,0.09624057,229.44808335490455,0.8063922713597157,5.39460729,10.96184416219615,0.0
spec-0594-52045-0388,235.314892716898,3.60892643390411,10.528,1.51,0.64,4.46,0.08414367,219.1962348248645,0.8168856351754018,5.643127559999999,10.890764908717065,0.0
spec-0606-52365-0167,213.116757478173,61.8841236921016,10.618,1.23,0.4,3.44,0.07386032,231.0681872657248,0.9096926026564097,6.2965497599999996,10.941823384145755,0.0
spec-0621-52055-0100,242.367163570767,53.0079001796496,10.143,0.93,0.53,3.02,0.06350244,165.25899860828855,0.8487068161348575,6.580181639999999,10.51824940944244,0.0
spec-0622-52054-0342,241.073180563465,49.4628608063254,10.374,0.67,0.37,7.83,0.08302419,185.67038120894236,0.928983936520446,3.840814489999999,10.282432251833693,0.0
spec-0625-52145-0375,245.459193949019,49.5913956635732,10.636,1.89,0.55,4.02,0.09915767,220.7301308824253,0.8418447448145492,5.91884564,11.028094720017535,0.0
spec-0627-52144-0039,250.347780779506,45.9847458374959,10.424,1.97,0.63,5.28,0.05823507,181.6566920837144,0.8192422451676569,5.15418944,10.804982400257922,0.0
spec-0629-52051-0148,251.22366899649,44.0284765246655,10.482,1.72,0.59,4.09,0.06149645,186.94680982059265,0.8296525174182051,5.874357209999999,10.833261805977362,0.0
spec-0631-52079-0450,253.06889067255,42.931170314881,10.407,1.72,0.46,3.99,0.09528258,180.8396702577495,0.8775527169786937,5.937984409999999,10.833468783145692,0.0
spec-0632-52071-0381,252.81039901469,38.6008539602929,10.485,1.61,0.58,3.05,0.09480483,198.52873361354523,0.8325219696942819,6.55964025,10.906189000810107,0.0
spec-0635-52145-0282,310.388001583002,-6.19039622254854,10.588,1.74,0.62,4.16,0.08125388,205.22277558040696,0.8216932330693044,5.830104959999999,10.911827101319314,0.0
spec-0648-52559-0199,356.148151974817,-10.0781660058887,10.298,1.45,0.25,7.84,0.07882629,171.9594055842981,1.035709701476211,3.836280959999999,10.597808978390029,-0.8672816590592833
spec-0648-52559-0275,355.547092779417,-10.0597429507057,10.472,1.5,0.43,3.55,0.07347865,186.77045872369385,0.8926404490652192,6.22367025,10.829871421867773,0.0
spec-0649-52201-0130,358.572043668223,-10.4330312957522,10.318,0.64,0.61,6.18,0.07177377,252.04143346978063,0.8242425168127028,4.65485684,10.559525852754922,0.0
spec-0649-52201-0570,358.74135685502,-9.34822370783079,10.512,1.45,0.61,3.09,0.07421351,189.9541291117497,0.8242425168127028,6.53231921,10.81622854604858,0.0
spec-0656-52148-0360,10.4051875284361,-9.54819323316181,10.428,1.55,0.47,3.57,0.05926879,183.18965700090743,0.8729178863405056,6.210482089999999,10.816672958336474,0.0
spec-0658-52146-0453,14.9944489947818,-8.93775595924073,10.303,1.13,0.59,3.39,0.07795649,188.87678146131,0.8296525174182051,6.329869609999999,10.69216724503762,0.0
spec-0660-52177-0411,19.0827230072509,-8.98173523647106,10.225,1.23,0.63,3.28,0.06512664,165.97609485779907,0.8192422451676569,6.4035974399999995,10.616273212243582,0.0
spec-0668-52162-0121,34.7416193615695,-9.83436339164965,10.521,1.69,0.56,4.09,0.06942458,194.83488600649503,0.8386131011557931,5.874357209999999,10.866182797790081,0.0
spec-0668-52162-0188,34.276775487562,-9.27003582279213,10.666,1.49,0.35,4.84,0.08917605,232.9090447676114,0.9432436911467813,5.41251696,10.98202281125868,0.0
spec-0718-52206-0117,332.50094114234,-9.46831532450121,10.483,1.45,0.48,4.29,0.0706153,201.2439660074991,0.8684665799778243,5.748548809999999,10.833565726456117,0.0
spec-0725-52258-0065,346.518477932189,-9.69563642261281,10.548,1.32,0.47,5.26,0.0902836,216.70820127403871,0.8729178863405056,5.165729159999999,10.812870305821155,0.0
spec-0726-52226-0059,348.378528240882,-10.2892965569715,10.496,1.64,0.54,7.4,0.08755813,221.05658752710124,0.8452074611443647,4.040315999999999,10.80367008163636,0.0
spec-0726-52226-0504,348.309375204392,-9.04550510793774,10.353,1.23,0.66,3.57,0.08255985,182.2661266678429,0.8124406952084483,6.210482089999999,10.68067467832275,0.0
spec-0730-52466-0025,322.776349969471,10.5815421398408,10.001,0.68,0.27,4.46,0.06209139,148.9381557096382,1.013935990115002,5.643127559999999,10.302491917391576,0.0
spec-0730-52466-0064,322.632490804856,10.4771215196257,10.173,1.14,0.24,7.74,0.06028308,180.76010043660256,1.047323184938283,3.8818331599999993,10.546668237729813,0.0
spec-0735-52519-0634,333.469329544677,12.7446556888695,10.472,1.92,0.28,7.95,0.06784426,188.49615606458215,1.0037315179050041,3.7867302499999997,10.780228810750728,0.0
spec-0739-52520-0232,339.586113211954,13.41280124259,10.537,1.12,0.53,5.93,0.0920083,196.91320388219316,0.8487068161348575,4.7896440899999995,10.613269287687409,0.0
spec-0741-52261-0387,343.4482102533,14.2821332160033,10.379,0.93,0.59,4.81,0.08654889,190.7646982286561,0.8296525174182051,5.43047001,10.5496532783183,0.0
spec-0758-52253-0072,121.527488450849,36.8616231807451,10.492,1.68,0.39,3.85,0.0705552,188.2297082080032,0.9158595133204178,6.02787225,10.883119175382038,0.0
spec-0759-52254-0495,123.184585821947,39.8282445263506,10.564,1.67,0.57,6.09,0.06769188,230.1831058691622,0.8355072068666826,4.703033209999999,10.907632263511458,0.0
spec-0766-52247-0589,140.426864943936,50.6810302389218,10.366,0.89,0.48,7.86,0.08725055,240.40350338250053,0.8684665799778243,3.82722836,10.599349733240215,0.0
spec-0776-52319-0470,173.640297375159,62.7393372583681,10.497,1.89,0.27,6.03,0.07389756,191.66899802850463,1.013935990115002,4.7353676899999995,10.889370449713102,0.0
spec-0786-52319-0285,204.665752649822,59.8185459119029,10.702,1.72,0.21,6.49,0.07037356,241.2604688212149,1.0853616458827038,4.491904409999999,11.05494641307961,0.0
spec-0795-52378-0600,233.58966575337,52.9072535499686,10.244,0.99,0.54,3.35,0.07355493,189.616666935478,0.8452074611443647,6.3566122499999995,10.648017908995294,-0.22167962215048034
spec-0839-52373-0310,175.11788927909,4.54866591113854,10.433,1.2,0.26,4.62,0.08943021,183.47803371065905,1.024588205031141,5.545180039999999,10.727255058973821,0.0
spec-0840-52374-0370,177.532758231982,5.68986525890062,10.38,2.09,0.6,7.58,0.07306893,182.98587720908012,0.8268941874213698,3.9557192399999996,10.726097484593666,0.0
spec-0843-52378-0399,182.583430132406,5.3234396657151,10.509,1.05,0.41,3.85,0.07743599,236.4866503698984,0.9037741381612935,6.02787225,10.871467163308328,0.0
spec-0843-52378-0431,182.639640790996,5.35989505819786,10.423,1.23,0.61,3.35,0.07957033,194.7213974402404,0.8242425168127028,6.3566122499999995,10.754453855283298,0.0
spec-0844-52378-0216,184.398585511313,3.59635764562132,10.315,1.02,0.25,4.27,0.07625999,172.44750079788895,1.035709701476211,5.76104289,10.62409378907084,0.0
spec-0845-52381-0552,188.681170999052,5.50188188024837,10.286,1.05,0.56,3.45,0.08064843,172.80115849036153,0.8386131011557931,6.289900249999999,10.584928654615352,0.0
spec-0846-52407-0188,189.723312521357,4.75441887378771,10.453,1.5,0.57,3.35,0.07644667,184.66318561206197,0.8355072068666826,6.3566122499999995,10.800468481549919,0.0
spec-0846-52407-0255,189.569518931316,3.92395705647606,10.42,1.61,0.6,7.56,0.07318868,190.68730865317443,0.8268941874213698,3.965041759999999,10.649607814292025,0.0
spec-0850-52338-0178,197.894291571467,4.80804994441359,10.616,2.03,0.67,3.49,0.09742402,203.75014596519895,0.8103453250771835,6.263350409999999,10.997609390533809,0.0
spec-0854-52373-0584,206.919553391866,5.14267429989104,10.193,0.71,0.43,3.14,0.07665642,172.93844767126035,0.8926404490652192,6.498276359999999,10.456956856212157,0.0
spec-0855-52375-0333,207.377826601824,5.28947650457809,10.496,1.62,0.6,3.76,0.09430788,190.4140913284377,0.8268941874213698,6.08615616,10.837146869315326,0.0
spec-0865-52323-0442,132.487940716288,38.6677658611572,10.549,1.61,0.71,6.25,0.09280697,204.81190799622783,0.8027356868192035,4.61765625,10.764971108364529,0.0
spec-0888-52339-0013,114.691309903703,26.8536955587797,10.532,1.32,0.59,6.47,0.09315608,226.472275221506,0.8296525174182051,4.50227769,10.769373185745206,-0.43552795014648427
spec-0889-52663-0612,117.378965969248,30.426818029853,10.282,0.69,0.37,4.65,0.05991222,169.99077766304836,0.928983936520446,5.526952249999999,10.376634384180237,0.0
spec-0892-52378-0150,122.506058643347,35.2611849047822,10.346,1.15,0.6,3.96,0.08122198,178.76508102517522,0.8268941874213698,5.957166559999999,10.624193557675653,0.0
spec-0893-52589-0170,124.355454517394,37.3663931380503,10.506,1.42,0.6,4.37,0.08155378,211.10281499286657,0.8268941874213698,5.698765289999999,10.840947758082331,0.0
spec-0904-52381-0331,152.96748692502,54.1768554882503,10.473,1.52,0.69,6.78,0.09410895,185.7735281382756,0.8063922713597157,4.34365844,10.630653925568833,0.0
spec-0906-52368-0026,163.543250283258,54.8273806999672,10.74,1.76,0.56,3.93,0.07276089,268.8166217039064,0.8386131011557931,5.97639209,11.170866285792421,0.0
spec-0910-52377-0059,202.866653675041,-3.20386935699859,10.408,1.24,0.4,3.97,0.08804053,202.9327507889208,0.9096926026564097,5.950767689999999,10.808034284437866,0.0
spec-0912-52427-0167,204.872818491125,-2.78156879568609,10.664,2.0,0.53,4.34,0.09431919,214.24683686009016,0.8487068161348575,5.71739796,11.015255600659692,0.0
spec-0915-52443-0062,211.543180237278,-2.62448711536304,10.451,1.21,0.36,3.1,0.0658799,187.1258792223675,0.9359655037331305,6.525500999999999,10.779367436318742,0.0
spec-0915-52443-0170,210.475311585928,-2.48723146628582,10.532,0.94,0.74,4.58,0.05473125,263.7657189022519,0.7977573226358899,5.569551239999999,10.829696212793158,0.0
spec-0925-52411-0623,234.075687431134,-1.28341655854403,10.42,1.55,0.59,4.31,0.07614029,181.3458199969664,0.8296525174182051,5.736074009999999,10.75129843394381,0.0
spec-0933-52642-0515,129.873080085152,34.1839423357506,10.678,1.7,0.7,4.26,0.06090705,224.2163962015429,0.8045283901955289,5.76729716,10.964738015435557,-0.0936155060424718
spec-0938-52708-0118,140.331127981561,39.9878698801891,10.407,1.69,0.39,6.52,0.07524934,183.2064385673087,0.9158595133204178,4.47638064,10.73296469411319,0.0
spec-0940-52670-0070,145.908917950961,41.6729937490984,10.46,1.42,0.62,3.69,0.07163668,207.3003638051805,0.8216932330693044,6.131758009999999,10.854223845501698,-0.017047383163456827
spec-0941-52709-0086,147.375166256518,42.1068969161792,10.243,0.73,0.47,7.97,0.07186035,208.6399467681401,0.8729178863405056,3.7777836899999997,10.386768921378334,0.0
spec-0942-52703-0408,149.660808975654,45.4264383268801,10.162,1.14,0.2,6.51,0.07096446,158.66579639124757,1.0991960685470887,4.48155041,10.516815590534778,0.0
spec-0943-52376-0583,153.636932416775,45.6469659470992,10.412,1.19,0.55,7.86,0.08426625,212.11097468292496,0.8418447448145492,3.82722836,10.603230277024062,0.0
spec-0944-52614-0632,155.998946230824,45.8562959356607,10.561,2.09,0.42,7.89,0.09027759,235.91337924819425,0.898093470327658,3.8136856100000003,10.966758511193698,-0.5669986024223536
spec-0949-52427-0225,162.133526564201,57.8115633036512,10.667,1.55,0.62,3.94,0.07448021,208.994096794645,0.8216932330693044,5.96997876,10.887722888256029,0.0
spec-0951-52398-0165,170.368429262714,58.3764008098784,10.241,0.76,0.44,4.63,0.0689491,165.57701281227608,0.8874053975750458,5.539099289999999,10.376815549767176,0.0
spec-0959-52411-0037,203.880503202654,58.8888605230404,10.277,1.1,0.64,3.23,0.06727897,184.8707877074704,0.8168856351754018,6.43730289,10.662435126912792,0.0
spec-0960-52425-0449,204.392088487424,59.3191653159489,10.283,0.58,0.27,7.85,0.06890204,277.5112694588378,1.013935990115002,3.831752249999999,10.605837856721926,0.0
spec-0960-52425-0477,203.928471712184,59.0022645315704,10.229,1.09,0.37,6.54,0.07063886,182.1918888481732,0.928983936520446,4.466055559999999,10.542857555819607,0.0
spec-0961-52615-0468,156.780918816302,46.9216224846907,10.139,0.79,0.47,7.94,0.06104389,190.95838849774677,0.8729178863405056,3.7912107599999993,10.345696549050055,0.0
spec-0966-52642-0031,174.453758640455,49.0789452667975,10.723,2.31,0.49,7.98,0.09963211,255.3870364493558,0.8641911456966372,3.7733176399999993,11.0577835102311,0.0
spec-0967-52636-0444,175.376746975696,50.3538989255027,10.228,1.03,0.19,6.8,0.07676701,172.2213839783593,1.1136561812426087,4.333584,10.535050380672088,0.0
spec-0969-52442-0108,181.700732590039,49.4956523267841,10.256,0.87,0.46,3.92,0.06464158,179.48862640592677,0.8775527169786937,5.98281024,10.534212219181471,0.0
spec-0969-52442-0601,182.520444641182,51.1099552574583,10.272,1.16,0.36,6.08,0.07718673,193.07822141863096,0.9359655037331305,4.708410239999999,10.646499361525843,0.0
spec-0973-52426-0142,255.347180153411,32.7546506840643,10.609,2.46,0.25,7.98,0.07019651,210.4996331714591,1.035709701476211,3.7733176399999993,10.995839859071337,0.0
spec-0977-52410-0059,259.131453398916,28.3822768028627,10.446,1.54,0.57,4.07,0.09973881,210.7402376843017,0.8355072068666826,5.887044089999999,10.893303795749686,0.0
spec-0979-52427-0148,259.984370025585,26.9922413345588,10.501,1.25,0.62,4.0,0.09282354,225.2003613636822,0.8216932330693044,5.9315999999999995,10.856370401150098,0.0
